document_index,assigned_topic,assigned_topic_probability
262,37,0.892
263,39,0.257
264,40,0.729
265,7,0.33
266,11,0.008
267,6,0.85
268,30,0.822
269,4,0.294
270,27,0.772
271,23,0.031
272,32,0.54
273,3,0.982
274,17,0.788
275,2,0.576
276,-1,0.366
277,30,0.735
278,22,0.975
279,32,0.192
280,2,0.05
281,12,0.377
282,4,0.517
283,11,0.245
284,22,0.617
285,30,0.306
286,2,0.982
287,1,0.265
288,34,0.803
289,25,0.965
290,3,0.5
291,11,0.199
292,16,0.89
293,16,0.402
294,29,0.544
295,13,0.049
296,11,0.348
297,29,0.556
298,3,0.693
299,18,0.951
300,9,0.583
301,30,0.271
302,4,0.557
303,12,0.071
304,25,0.148
305,21,0.352
306,0,0.022
307,37,0.075
308,11,0.007
309,17,0.182
310,1,0.826
311,23,0.351
312,13,0.902
313,27,0.885
314,25,0.863
315,37,0.212
316,0,0.342
317,25,0.468
318,13,0.432
319,24,0.08
320,39,0.239
321,34,0.62
322,39,0.677
323,40,0.365
324,31,0.297
325,36,0.586
326,27,0.663
327,4,0.711
328,36,0.811
329,27,0.584
330,35,0.379
331,12,0.348
332,23,0.034
333,16,0.416
334,11,0.869
335,26,0.628
336,11,0.593
337,5,0.224
338,7,0.596
339,28,0.18
340,28,0.341
341,11,0.584
342,13,0.045
343,33,0.311
344,18,0.089
345,14,0.164
346,34,0.352
347,11,0.693
348,27,0.267
349,24,0.02
350,15,0.399
351,30,0.221
352,10,0.778
353,24,0.822
354,9,0.671
355,31,0.613
356,16,0.731
357,32,0.376
358,23,0.651
359,0,0.42
360,24,0.43
361,-1,0.789
362,29,0.791
363,8,0.4
364,40,0.937
365,8,0.542
366,18,0.487
367,22,0.502
368,4,0.779
369,8,0.968
370,39,0.69
371,14,0.341
372,31,0.517
373,18,0.307
374,7,0.654
375,24,0.999
376,4,0.865
377,40,0.473
378,27,0.342
379,27,0.453
380,0,0.316
381,10,0.992
382,15,0.202
383,13,0.81
384,3,0.414
385,0,0.652
386,24,0.923
387,16,0.592
388,9,0.617
389,23,0.036
390,40,0.129
391,38,0.541
392,35,0.371
393,10,0.609
394,6,0.384
395,9,0.175
396,12,0.797
397,-1,0.845
398,12,0.968
399,23,0.201
400,9,0.311
401,40,0.281
402,34,0.93
403,14,0.597
404,16,0.922
405,19,0.89
406,12,0.245
407,1,0.428
408,15,0.414
409,11,0.487
410,9,0.998
411,7,0.174
412,20,0.772
413,-1,0.228
414,30,0.739
415,11,0.203
416,39,0.527
417,5,0.668
418,32,0.432
419,11,0.966
420,31,0.706
421,8,0.157
422,33,0.372
423,11,0.314
424,33,0.296
425,25,0.212
426,0,0.186
427,10,0.87
428,18,0.989
429,27,0.16
430,29,0.791
431,21,0.228
432,28,0.522
433,13,0.197
434,12,0.271
435,7,0.411
436,27,0.705
437,27,0.474
438,11,0.81
439,21,0.097
440,24,0.572
441,29,0.107
442,35,0.118
443,20,0.309
444,30,0.105
445,32,0.775
446,23,0.507
447,11,0.645
448,27,0.056
449,33,0.225
450,22,0.523
451,22,0.082
452,8,0.161
453,39,0.022
454,1,0.911
455,34,0.431
456,15,0.045
457,9,0.46
458,8,0.888
459,11,0.19
460,11,0.238
461,4,0.982
462,18,0.854
463,37,0.549
464,35,0.186
465,13,0.22
466,26,0.861
467,19,0.676
468,15,0.351
469,-1,0.026
470,11,0.136
471,35,0.729
472,39,0.649
473,38,0.359
474,39,0.592
475,18,0.755
476,1,0.644
477,6,0.24
478,32,0.952
479,28,0.024
480,40,0.556
481,11,0.223
482,15,0.708
483,39,0.562
484,37,0.196
485,12,0.506
486,39,0.52
487,23,0.42
488,40,0.042
489,1,0.207
490,23,0.969
491,40,0.188
492,39,0.459
493,11,0.294
494,0,0.757
495,11,0.578
496,5,0.715
497,11,0.637
498,35,0.504
499,21,0.961
500,9,0.703
501,-1,0.689
502,6,0.69
503,11,0.467
504,29,0.643
505,5,0.605
506,36,0.888
507,16,0.979
508,28,0.483
509,27,0.601
510,11,0.29
511,2,0.845
512,24,0.711
513,31,0.924
514,38,0.605
515,32,0.709
516,23,0.095
517,21,0.607
518,15,0.377
519,24,0.508
520,39,0.327
521,2,0.287
522,19,0.821
523,17,0.558
524,11,0.253
525,34,0.767
526,21,0.075
527,2,0.293
528,28,0.336
529,40,0.178
530,6,0.843
531,19,0.674
532,9,0.67
533,-1,0.593
534,17,0.378
535,13,0.659
536,36,0.736
537,20,0.538
538,25,0.471
539,39,0.224
540,21,0.084
541,28,0.041
542,21,0.714
543,23,0.349
544,7,0.708
545,39,0.508
546,11,0.447
547,11,0.629
548,13,0.183
549,14,0.98
550,13,0.33
551,31,0.769
552,29,0.248
553,23,0.468
554,11,0.499
555,8,0.307
556,27,0.349
557,30,0.435
558,15,0.836
559,10,0.5
560,18,0.089
561,22,0.217
562,1,0.986
563,34,0.09
564,29,0.648
565,10,0.211
566,33,0.432
567,30,0.357
568,20,0.977
569,11,0.551
570,7,0.25
571,12,0.604
572,40,0.071
573,7,0.927
574,34,0.344
575,35,0.883
576,14,0.809
577,18,0.187
578,11,0.962
579,12,0.992
580,14,0.805
581,-1,0.451
582,14,0.673
583,7,0.081
584,7,0.921
585,20,0.222
586,11,0.717
587,33,0.802
588,14,0.97
589,20,0.824
590,2,0.818
591,10,0.705
592,12,0.577
593,38,0.042
594,34,0.973
595,14,0.449
596,6,0.797
597,5,0.377
598,20,0.456
599,38,0.462
600,24,0.99
601,15,0.211
602,33,0.502
603,19,0.155
604,8,0.494
605,33,0.546
606,11,0.137
607,11,0.698
608,40,0.828
609,21,0.816
610,9,0.729
611,35,0.141
612,4,0.621
613,11,0.698
614,14,0.759
615,11,0.709
616,38,0.629
617,7,0.728
618,-1,0.852
619,34,0.569
620,21,0.145
621,11,0.816
622,-1,0.661
623,22,0.687
624,4,0.294
625,11,0.15
626,5,0.781
627,7,0.049
628,4,0.402
629,11,0.509
630,28,0.017
631,28,0.597
632,18,0.12
633,33,0.241
634,39,0.994
635,4,0.56
636,8,0.968
637,30,0.493
638,23,0.803
639,12,0.038
640,23,0.291
641,11,0.283
642,23,0.07
643,21,0.952
644,0,0.505
645,30,0.593
646,11,0.52
647,21,0.249
648,11,0.924
649,2,0.669
650,11,0.124
651,10,0.462
652,7,0.001
653,15,0.675
654,11,0.524
655,11,0.904
656,1,0.947
657,6,0.098
658,20,0.089
659,13,0.899
660,16,0.512
661,1,0.47
662,9,0.571
663,11,0.466
664,-1,0.614
665,20,0.949
666,1,0.606
667,38,0.321
668,0,0.213
669,6,0.966
670,20,0.579
671,0,0.567
672,25,0.033
673,14,0.918
674,-1,0.47
675,24,1.0
676,2,0.168
677,24,0.326
678,26,0.21
679,13,0.379
680,24,0.977
681,0,0.415
682,11,0.827
683,37,0.755
684,6,0.298
685,20,0.58
686,16,0.852
687,31,0.611
688,8,0.265
689,15,0.863
690,14,0.556
691,33,0.98
692,20,0.656
693,31,0.449
694,2,0.436
695,3,0.88
696,38,0.981
697,1,0.41
698,27,0.163
699,5,0.04
700,20,0.322
701,33,0.342
702,18,0.426
703,10,0.145
704,5,0.493
705,15,0.943
706,38,0.232
707,11,0.685
708,18,0.038
709,26,0.644
710,21,0.938
711,16,0.282
712,5,0.816
713,17,0.082
714,10,0.358
715,11,0.007
716,11,0.355
717,2,0.31
718,20,0.693
719,5,0.295
720,16,0.823
721,36,0.291
722,34,0.223
723,39,0.495
724,5,0.656
725,33,0.889
726,33,0.814
727,11,0.525
728,14,0.978
729,6,0.297
730,39,0.999
731,20,0.385
732,11,0.262
733,2,0.383
734,20,0.586
735,37,0.474
736,15,0.05
737,31,0.356
738,13,0.492
739,39,0.663
740,25,0.953
741,34,0.956
742,24,0.514
743,16,0.569
744,0,0.698
745,12,0.835
746,8,0.745
747,11,0.721
748,22,0.447
749,23,0.869
750,39,0.663
751,35,0.159
752,27,0.598
753,12,0.311
754,3,0.203
755,21,0.649
756,40,0.642
757,18,0.955
758,40,0.976
759,6,0.409
760,1,0.179
761,21,0.14
762,14,0.974
763,2,0.396
764,38,0.343
765,14,0.621
766,9,0.057
767,21,0.647
768,34,0.876
769,5,0.724
770,14,0.417
771,30,0.116
772,27,0.241
773,11,0.265
774,0,0.385
775,29,0.133
776,7,0.576
777,0,0.366
778,35,0.496
779,27,0.285
780,18,0.454
781,15,0.713
782,35,0.088
783,32,0.51
784,11,0.618
785,22,0.668
786,21,0.923
787,14,0.781
788,20,0.739
789,11,0.868
790,26,0.914
791,15,0.839
792,33,0.614
793,13,0.843
794,29,0.326
795,16,0.952
796,38,0.173
797,28,0.229
798,29,0.159
799,24,0.777
800,6,0.434
801,37,0.738
802,28,0.51
803,11,0.403
804,11,0.896
805,5,0.432
806,4,0.618
807,11,0.859
808,11,0.213
809,11,0.403
810,38,0.145
811,2,0.543
812,25,0.79
813,11,0.055
814,-1,0.06
815,40,0.741
816,4,0.71
817,12,0.402
818,20,0.361
819,14,0.282
820,5,0.062
821,11,0.514
822,27,0.616
823,-1,0.865
824,1,0.542
825,10,0.152
826,39,0.308
827,5,0.785
828,26,0.618
829,15,0.771
830,20,0.413
831,8,0.068
832,37,0.892
833,15,0.349
834,0,0.083
835,10,0.587
836,12,0.744
837,37,0.478
838,0,0.614
839,11,0.417
840,6,0.814
841,6,0.784
842,40,0.72
843,31,0.02
844,38,0.516
845,11,0.785
846,35,0.245
847,22,0.259
848,20,0.904
849,13,0.842
850,1,0.988
851,34,0.497
852,14,0.124
853,27,0.008
854,11,0.706
855,15,0.817
856,4,0.428
857,15,0.426
858,39,0.84
859,-1,0.186
860,9,0.063
861,1,0.966
862,31,0.542
863,4,0.772
864,10,0.955
865,9,0.81
866,0,0.468
867,37,0.648
868,15,0.632
869,33,0.926
870,20,0.141
871,0,0.696
872,6,0.863
873,-1,0.359
874,9,0.708
875,23,0.25
876,4,0.088
877,14,0.025
878,0,0.53
879,32,0.052
880,13,0.592
881,39,0.376
882,12,0.007
883,19,0.226
884,19,0.738
885,6,0.379
886,30,0.726
887,36,0.815
888,35,0.797
889,16,0.671
890,11,0.747
891,16,0.57
892,5,0.465
893,28,0.062
894,16,0.975
895,14,0.84
896,2,0.672
897,8,0.644
898,16,0.577
899,30,0.094
900,15,0.319
901,6,0.34
902,15,0.794
903,0,0.605
904,18,0.398
905,19,0.328
906,28,0.854
907,0,0.786
908,25,0.813
909,32,0.395
910,32,0.479
911,40,0.573
912,27,0.192
913,38,0.362
914,13,0.491
915,5,0.67
916,-1,0.449
917,38,0.155
918,3,0.425
919,3,0.531
920,11,0.651
921,13,0.854
922,20,0.232
923,2,0.56
924,16,0.417
925,33,0.687
926,23,0.874
927,8,0.477
928,5,0.844
929,26,0.002
930,28,0.912
931,31,0.788
932,4,0.134
933,14,0.675
934,1,0.514
935,32,0.971
936,9,0.304
937,12,0.609
938,22,0.523
939,5,0.221
940,31,0.814
941,18,0.743
942,22,0.544
943,28,0.944
944,11,0.927
945,0,0.818
946,3,0.152
947,32,0.894
948,35,0.306
949,9,0.57
950,-1,0.975
951,27,0.231
952,40,0.2
953,3,0.852
954,2,0.013
955,15,0.174
956,24,0.327
957,18,0.738
958,18,0.48
959,18,0.393
960,40,0.919
961,10,0.756
962,3,0.633
963,21,0.34
964,19,0.859
965,10,0.253
966,39,0.946
967,5,0.26
968,4,0.82
969,4,0.914
970,38,0.227
971,36,0.229
972,39,0.079
973,4,0.341
974,0,0.5
975,15,0.086
976,19,0.146
977,9,0.422
978,24,0.18
979,24,0.773
980,27,0.322
981,13,0.046
982,0,0.155
983,11,0.307
984,6,0.146
985,39,0.216
986,34,0.207
987,40,0.419
988,30,0.524
989,11,0.623
990,18,0.909
991,28,0.688
992,1,0.199
993,36,0.449
994,34,0.73
995,39,0.555
996,11,0.169
997,11,0.788
998,25,0.197
999,31,0.344
1000,10,0.734
1001,12,0.969
1002,13,0.89
1003,25,0.97
1004,3,0.397
1005,20,0.436
1006,9,0.163
1007,28,0.473
1008,30,0.78
1009,37,0.069
1010,14,0.319
1011,3,0.926
1012,8,0.183
1013,8,0.297
1014,-1,0.935
1015,23,0.345
1016,26,0.831
1017,14,0.287
1018,11,0.257
1019,22,0.187
1020,5,0.063
1021,31,0.415
1022,8,0.713
1023,28,0.505
1024,27,0.407
1025,31,0.204
1026,21,0.684
1027,5,0.253
1028,0,0.032
1029,0,0.965
1030,4,0.942
1031,35,0.214
1032,3,0.239
1033,17,0.58
1034,11,0.427
1035,25,0.888
1036,4,0.427
1037,2,0.136
1038,34,0.547
1039,28,0.113
1040,24,0.447
1041,3,0.577
1042,28,0.945
1043,32,0.293
1044,11,0.649
1045,1,0.0
1046,22,0.871
1047,2,0.317
1048,13,0.241
1049,13,0.103
1050,4,0.785
1051,7,0.057
1052,38,0.618
1053,40,0.316
1054,20,0.711
1055,17,0.966
1056,39,0.275
1057,18,0.62
1058,17,0.371
1059,0,0.509
1060,4,0.083
1061,19,0.204
1062,12,0.794
1063,1,0.345
1064,11,0.001
1065,25,0.321
1066,1,0.67
1067,40,0.972
1068,9,0.854
1069,11,0.757
1070,11,0.929
1071,32,0.659
1072,39,0.519
1073,39,0.54
1074,3,0.944
1075,39,0.002
1076,1,0.516
1077,30,0.769
1078,11,0.038
1079,35,0.823
1080,21,0.844
1081,13,0.524
1082,26,0.829
1083,23,0.143
1084,11,0.943
1085,26,0.049
1086,27,0.037
1087,8,0.524
1088,25,0.735
1089,12,0.7
1090,21,0.55
1091,14,0.784
1092,26,0.608
1093,1,0.85
1094,11,0.116
1095,18,0.981
1096,11,0.881
1097,31,0.895
1098,6,0.364
1099,26,0.947
1100,40,0.142
1101,25,0.078
1102,1,0.399
1103,24,0.933
1104,14,0.968
1105,-1,0.494
1106,16,0.752
1107,-1,0.538
1108,3,0.113
1109,6,0.653
1110,8,0.147
1111,37,0.656
1112,9,0.24
1113,34,0.263
1114,5,0.675
1115,23,0.465
1116,12,0.83
1117,15,0.68
1118,20,0.295
1119,39,0.777
1120,28,0.065
1121,1,0.735
1122,11,0.385
1123,3,0.302
1124,11,0.523
1125,25,0.907
1126,22,0.257
1127,21,0.999
1128,28,0.589
1129,11,0.252
1130,11,0.691
1131,32,0.735
1132,11,0.532
1133,38,0.131
1134,11,0.815
1135,29,0.81
1136,9,0.765
1137,37,0.756
1138,21,0.381
1139,27,0.493
1140,8,0.661
1141,21,0.166
1142,31,0.604
1143,11,0.11
1144,11,0.848
1145,36,0.12
1146,9,0.772
1147,3,0.222
1148,25,0.928
1149,22,0.658
1150,18,0.431
1151,15,0.044
1152,-1,0.607
1153,26,0.378
1154,8,0.798
1155,24,0.793
1156,36,0.687
1157,15,0.268
1158,22,0.173
1159,27,0.497
1160,23,0.452
1161,21,0.673
1162,18,0.533
1163,6,0.495
1164,27,0.481
1165,25,0.504
1166,16,0.872
1167,0,0.171
1168,-1,0.019
1169,33,0.222
1170,3,0.31
1171,37,0.612
1172,11,0.843
1173,2,0.713
1174,8,0.998
1175,9,0.001
1176,12,0.19
1177,4,0.087
1178,3,0.664
1179,31,0.427
1180,38,0.311
1181,1,0.313
1182,24,0.893
1183,11,0.076
1184,11,0.313
1185,15,0.5
1186,8,0.412
1187,30,0.688
1188,26,0.607
1189,25,0.8
1190,5,0.844
1191,21,0.4
1192,38,0.866
1193,20,0.632
1194,36,0.86
1195,31,0.465
1196,15,0.026
1197,19,0.658
1198,11,0.966
1199,16,0.93
