document_index,assigned_topic,assigned_topic_probability
276,32,0.437
277,-1,0.636
278,5,0.507
279,14,0.804
280,4,0.055
281,15,0.901
282,16,0.926
283,24,0.244
284,12,0.101
285,21,0.572
286,40,0.064
287,11,0.23
288,32,0.508
289,10,0.614
290,36,0.194
291,22,0.933
292,11,0.181
293,37,0.154
294,28,0.162
295,13,0.93
296,24,0.879
297,38,0.033
298,3,0.727
299,0,0.073
300,32,0.075
301,11,0.076
302,34,0.83
303,31,0.427
304,37,0.557
305,30,0.031
306,38,0.901
307,25,0.982
308,3,0.235
309,11,0.657
310,36,0.679
311,11,0.966
312,38,0.484
313,35,0.238
314,28,0.36
315,4,0.64
316,11,0.472
317,30,0.079
318,15,0.807
319,15,0.864
320,2,0.478
321,18,0.523
322,-1,0.492
323,4,0.53
324,37,0.103
325,30,0.434
326,39,0.448
327,37,0.998
328,11,0.049
329,11,0.312
330,9,0.496
331,11,0.847
332,25,0.461
333,17,0.291
334,19,0.535
335,7,0.297
336,19,0.548
337,39,0.69
338,16,0.531
339,11,0.61
340,38,0.039
341,34,0.659
342,32,0.97
343,-1,0.492
344,34,0.803
345,2,0.549
346,0,0.704
347,13,0.31
348,16,0.967
349,4,0.215
350,24,0.159
351,37,0.046
352,26,0.541
353,39,0.619
354,36,0.65
355,33,0.172
356,6,0.651
357,25,0.165
358,2,0.755
359,31,0.275
360,36,0.422
361,4,0.367
362,20,0.368
363,4,0.721
364,21,0.998
365,17,0.527
366,36,0.401
367,10,0.294
368,30,0.624
369,26,0.451
370,29,0.773
371,39,0.607
372,6,0.412
373,-1,0.953
374,11,0.011
375,4,0.689
376,11,0.411
377,20,0.122
378,24,0.093
379,-1,0.649
380,23,0.148
381,31,0.856
382,0,0.311
383,15,0.344
384,13,0.66
385,13,0.22
386,18,0.007
387,4,0.446
388,20,0.528
389,2,0.446
390,3,0.458
391,21,0.666
392,36,0.846
393,28,0.366
394,13,0.79
395,13,0.063
396,11,0.48
397,0,0.376
398,26,0.466
399,4,0.091
400,29,0.139
401,14,0.293
402,14,0.274
403,17,0.385
404,4,0.457
405,9,0.221
406,7,0.619
407,34,0.376
408,5,0.06
409,4,0.244
410,9,0.56
411,16,0.607
412,24,0.8
413,16,0.245
414,21,0.562
415,20,0.476
416,6,0.849
417,-1,0.73
418,27,0.132
419,38,0.959
420,1,0.355
421,37,0.955
422,37,0.285
423,32,0.469
424,22,0.55
425,13,0.064
426,23,0.716
427,11,0.105
428,11,0.164
429,15,0.29
430,20,0.961
431,10,0.973
432,16,0.489
433,29,0.533
434,38,0.212
435,33,0.418
436,2,0.984
437,23,0.791
438,18,0.697
439,20,0.278
440,32,0.763
441,12,0.967
442,21,0.988
443,11,0.6
444,22,0.161
445,22,0.964
446,37,0.541
447,0,0.038
448,14,0.081
449,19,0.577
450,-1,0.835
451,11,0.942
452,37,0.944
453,32,0.579
454,0,0.981
455,35,0.15
456,11,0.095
457,11,0.03
458,4,0.774
459,36,0.917
460,11,0.84
461,0,0.94
462,11,0.548
463,33,0.763
464,35,0.337
465,25,0.767
466,11,0.753
467,35,0.436
468,10,0.044
469,30,0.266
470,10,0.885
471,22,0.587
472,2,0.405
473,40,0.947
474,2,0.366
475,39,0.328
476,37,0.77
477,5,0.355
478,28,0.446
479,13,0.722
480,12,0.43
481,11,0.322
482,9,0.015
483,39,0.861
484,0,0.527
485,13,0.851
486,14,0.618
487,16,0.201
488,11,0.363
489,26,0.417
490,37,0.74
491,27,0.548
492,8,0.637
493,40,0.753
494,16,0.274
495,12,0.882
496,27,0.453
497,39,0.661
498,12,0.218
499,7,0.233
500,11,0.735
501,19,0.35
502,29,0.876
503,18,0.665
504,0,0.665
505,14,0.38
506,34,0.903
507,38,0.945
508,14,0.258
509,28,0.515
510,3,0.907
511,8,0.101
512,28,0.298
513,0,0.954
514,30,0.485
515,39,0.952
516,1,0.38
517,23,0.527
518,13,0.454
519,26,0.457
520,11,0.918
521,2,0.695
522,27,0.946
523,6,0.33
524,21,0.994
525,17,0.708
526,20,0.131
527,31,0.413
528,24,0.249
529,13,0.235
530,26,0.93
531,24,0.96
532,1,0.014
533,24,0.138
534,11,0.278
535,5,0.848
536,21,0.611
537,20,0.565
538,29,0.598
539,17,0.951
540,30,0.276
541,10,0.123
542,24,0.608
543,39,0.969
544,23,0.71
545,27,0.892
546,14,0.896
547,27,0.219
548,34,0.686
549,35,0.862
550,37,0.101
551,11,0.651
552,34,0.272
553,13,0.822
554,35,0.223
555,-1,0.373
556,37,0.677
557,8,0.556
558,7,0.12
559,22,0.225
560,20,0.886
561,5,0.989
562,21,0.694
563,32,0.01
564,19,0.743
565,23,0.643
566,34,0.412
567,6,0.228
568,11,0.166
569,36,0.084
570,5,0.639
571,9,0.337
572,10,0.518
573,33,0.525
574,5,0.607
575,14,0.595
576,11,0.519
577,2,0.155
578,3,0.027
579,14,0.576
580,2,0.423
581,40,0.41
582,17,0.43
583,-1,0.114
584,24,0.179
585,11,0.662
586,11,0.514
587,22,0.61
588,2,0.129
589,29,0.814
590,39,0.373
591,14,0.613
592,4,0.466
593,7,0.468
594,11,0.779
595,25,0.11
596,36,0.075
597,11,0.101
598,36,0.995
599,10,0.927
600,20,0.701
601,26,0.448
602,10,0.085
603,14,0.821
604,33,0.189
605,23,0.273
606,24,0.841
607,25,0.257
608,32,0.845
609,39,0.786
610,15,0.837
611,13,0.674
612,37,0.352
613,19,0.653
614,38,0.829
615,36,0.749
616,29,0.862
617,11,0.984
618,38,0.69
619,10,0.928
620,11,0.272
621,21,0.973
622,7,0.91
623,20,0.041
624,26,0.59
625,11,0.503
626,26,0.816
627,3,0.126
628,19,0.528
629,11,0.501
630,9,0.396
631,18,0.992
632,25,0.54
633,25,0.413
634,11,0.856
635,3,0.139
636,30,0.288
637,21,0.279
638,37,0.934
639,40,0.88
640,5,0.607
641,14,0.32
642,33,0.468
643,11,0.571
644,7,0.54
645,5,0.256
646,20,0.13
647,15,0.908
648,38,0.641
649,39,0.145
650,2,0.99
651,36,0.411
652,2,0.733
653,11,0.177
654,39,0.933
655,11,0.079
656,5,0.956
657,1,0.727
658,13,0.227
659,39,0.181
660,18,0.837
661,16,0.04
662,-1,0.114
663,26,0.673
664,6,0.077
665,27,0.541
666,33,0.574
667,31,0.018
668,20,0.377
669,26,0.029
670,15,0.967
671,28,0.215
672,27,0.69
673,6,0.674
674,12,0.772
675,31,0.335
676,17,0.184
677,8,0.531
678,40,0.694
679,35,0.755
680,31,0.049
681,16,0.753
682,22,0.112
683,38,0.525
684,21,0.555
685,33,0.127
686,34,0.964
687,32,0.638
688,24,0.224
689,13,0.051
690,13,0.775
691,33,0.841
692,16,0.091
693,9,0.257
694,6,0.642
695,24,0.419
696,39,0.343
697,14,0.424
698,26,0.505
699,11,0.185
700,15,0.388
701,16,0.07
702,14,0.006
703,34,0.975
704,37,0.055
705,10,0.043
706,11,0.89
707,11,0.976
708,30,0.845
709,28,0.14
710,34,0.64
711,22,0.697
712,37,0.772
713,4,0.113
714,14,0.391
715,17,0.276
716,31,0.655
717,11,0.344
718,12,0.509
719,2,0.626
720,38,0.866
721,18,0.921
722,-1,0.693
723,11,0.156
724,22,0.889
725,19,0.205
726,20,0.053
727,1,0.437
728,35,0.685
729,33,0.149
730,8,0.299
731,11,0.08
732,2,0.618
733,4,0.708
734,34,0.52
735,3,0.444
736,13,0.848
737,40,0.419
738,12,0.442
739,27,0.577
740,3,0.704
741,35,0.777
742,37,0.041
743,11,0.851
744,25,0.451
745,39,0.906
746,28,0.536
747,14,0.476
748,36,0.195
749,10,0.47
750,34,0.493
751,38,0.894
752,17,0.887
753,8,0.486
754,5,0.868
755,21,0.854
756,27,0.948
757,23,0.362
758,26,0.212
759,0,0.944
760,0,0.585
761,10,0.467
762,36,0.411
763,20,0.085
764,13,0.204
765,26,0.292
766,17,0.551
767,5,0.517
768,20,0.543
769,28,0.076
770,37,0.01
771,14,0.463
772,6,0.193
773,35,0.892
774,14,0.431
775,5,0.352
776,20,0.544
777,1,0.629
778,11,0.082
779,11,0.741
780,11,0.138
781,21,0.387
782,15,0.357
783,18,0.569
784,38,0.689
785,11,0.801
786,26,0.527
787,40,0.155
788,5,0.696
789,37,0.479
790,6,0.589
791,9,0.444
792,26,0.416
793,4,0.701
794,11,0.524
795,13,0.868
796,-1,0.743
797,6,0.476
798,17,0.214
799,2,0.018
800,38,0.205
801,17,0.281
802,30,0.118
803,7,0.669
804,22,0.326
805,3,0.03
806,7,0.437
807,27,0.784
808,13,0.34
809,40,0.902
810,40,0.853
811,4,0.889
812,26,0.668
813,31,0.807
814,10,0.389
815,34,0.693
816,29,0.224
817,12,0.205
818,2,0.944
819,17,0.549
820,14,0.072
821,21,0.197
822,8,0.461
823,12,0.846
824,36,0.896
825,34,0.113
826,29,0.062
827,13,0.122
828,19,0.671
829,11,0.533
830,16,0.738
831,20,0.593
832,11,0.096
833,32,0.258
834,7,0.332
835,38,0.708
836,2,0.597
837,1,0.947
838,34,0.146
839,10,0.939
840,34,0.22
841,1,0.343
842,9,0.035
843,33,0.297
844,7,0.2
845,11,0.217
846,29,0.572
847,11,0.781
848,5,0.745
849,33,0.829
850,25,0.731
851,11,0.977
852,28,0.018
853,30,0.988
854,25,0.41
855,27,0.478
856,16,0.577
857,37,0.009
858,33,0.182
859,9,0.446
860,38,0.77
861,8,0.87
862,28,0.148
863,37,0.263
864,16,0.607
865,6,0.361
866,40,0.298
867,11,0.383
868,17,0.702
869,40,0.199
870,3,0.062
871,21,0.003
872,6,0.527
873,6,0.25
874,13,0.562
875,23,0.881
876,6,0.294
877,20,0.184
878,31,0.002
879,5,0.981
880,-1,0.517
881,30,0.802
882,16,0.858
883,6,0.995
884,35,0.86
885,16,0.294
886,3,0.564
887,11,0.963
888,23,0.633
889,11,0.769
890,38,0.907
891,25,0.614
892,11,0.692
893,13,0.588
894,13,0.339
895,5,0.249
896,0,0.634
897,3,0.981
898,27,0.916
899,9,0.21
900,16,0.843
901,4,0.021
902,38,0.589
903,40,0.93
904,28,0.959
905,12,0.603
906,24,0.631
907,15,0.39
908,37,0.724
909,24,0.246
910,4,0.034
911,3,0.835
912,31,0.06
913,29,0.665
914,29,0.437
915,12,0.043
916,27,0.16
917,10,0.101
918,25,0.214
919,12,0.635
920,4,0.571
921,33,0.433
922,11,0.843
923,31,0.753
924,25,0.683
925,25,0.599
926,11,0.696
927,22,0.227
928,35,0.26
929,31,0.298
930,21,0.741
931,23,0.432
932,39,0.96
933,20,0.04
934,3,0.383
935,34,0.155
936,-1,0.816
937,9,0.48
938,12,0.62
939,0,0.598
940,8,0.079
941,11,0.784
942,22,0.822
943,35,0.607
944,10,0.281
945,15,0.724
946,27,0.701
947,27,0.913
948,38,0.117
949,20,0.91
950,31,0.887
951,34,0.298
952,16,0.716
953,34,0.264
954,40,0.235
955,4,0.642
956,31,0.05
957,25,0.096
958,33,0.66
959,11,0.952
960,7,0.034
961,17,0.023
962,27,0.075
963,36,0.002
964,1,0.928
965,6,0.474
966,8,0.692
967,23,0.416
968,-1,0.997
969,38,0.48
970,28,0.939
971,37,0.65
972,-1,0.948
973,10,0.495
974,11,0.879
975,31,0.334
976,26,0.661
977,16,0.617
978,11,0.487
979,12,0.501
980,14,0.17
981,11,0.906
982,35,0.454
983,11,0.151
984,11,0.704
985,11,0.727
986,35,0.045
987,-1,0.333
988,30,0.584
989,38,0.822
990,10,0.311
991,27,0.3
992,2,0.737
993,34,0.219
994,19,0.896
995,16,0.79
996,37,0.893
997,37,0.354
998,8,0.166
999,39,0.585
1000,7,0.19
1001,33,0.266
1002,11,0.401
1003,20,0.463
1004,23,0.322
1005,15,0.285
1006,15,0.247
1007,20,0.69
1008,35,0.306
1009,19,0.694
1010,23,0.743
1011,28,0.714
1012,37,0.914
1013,35,0.954
1014,14,0.147
1015,35,0.321
1016,17,0.788
1017,2,0.782
1018,2,0.071
1019,7,0.962
1020,14,0.856
1021,15,0.899
1022,6,0.204
1023,11,0.501
1024,0,0.441
1025,37,0.36
1026,9,0.227
1027,26,0.14
1028,19,0.871
1029,14,0.53
1030,9,0.601
1031,1,0.262
1032,3,0.935
1033,11,0.936
1034,17,0.671
1035,39,0.321
1036,5,0.233
1037,38,0.595
1038,2,0.833
1039,29,0.967
1040,39,0.068
1041,5,0.334
1042,18,0.391
1043,37,0.369
1044,32,0.668
1045,8,0.547
1046,6,0.891
1047,13,0.223
1048,18,0.399
1049,11,0.541
1050,2,0.817
1051,19,0.823
1052,16,0.859
1053,11,0.519
1054,33,0.242
1055,11,0.726
1056,36,0.955
1057,-1,0.285
1058,20,0.198
1059,38,0.022
1060,11,0.666
1061,26,0.545
1062,11,0.135
1063,13,0.2
1064,25,0.662
1065,26,0.436
1066,18,0.233
1067,14,0.606
1068,18,0.053
1069,5,0.016
1070,19,0.261
1071,12,0.29
1072,13,0.104
1073,9,0.115
1074,20,0.168
1075,-1,0.725
1076,1,0.806
1077,7,0.182
1078,22,0.657
1079,9,0.234
1080,19,0.88
1081,5,0.269
1082,16,0.13
1083,18,0.439
1084,12,0.154
1085,1,0.198
1086,25,0.339
1087,7,0.661
1088,19,0.117
1089,28,0.284
1090,3,0.858
1091,27,0.274
1092,14,0.168
1093,20,0.534
1094,2,0.033
1095,19,0.804
1096,14,0.222
1097,6,0.133
1098,21,0.808
1099,26,0.843
1100,15,0.735
1101,25,0.235
1102,13,0.527
1103,33,0.969
1104,10,0.478
1105,32,0.95
1106,15,0.676
1107,22,0.845
1108,1,0.192
1109,2,0.927
1110,11,0.853
1111,-1,0.785
1112,22,0.941
1113,18,0.789
1114,25,0.577
1115,-1,0.649
1116,6,0.821
1117,13,0.749
1118,37,0.592
1119,13,0.598
1120,22,0.88
1121,23,0.01
1122,16,0.718
1123,33,0.566
1124,28,0.838
1125,11,0.205
1126,11,0.525
1127,11,0.128
1128,38,0.659
1129,11,0.764
1130,6,0.624
1131,9,0.555
1132,33,0.343
1133,27,0.64
1134,39,0.9
1135,29,0.721
1136,19,0.023
1137,0,0.509
1138,35,0.736
1139,27,0.504
1140,2,0.591
1141,39,0.912
1142,25,0.874
1143,25,0.081
1144,13,0.511
1145,12,0.622
1146,14,0.852
1147,1,0.266
1148,17,0.14
1149,1,0.597
1150,24,0.468
1151,7,0.258
1152,24,0.943
1153,14,0.318
1154,10,0.055
1155,11,0.059
1156,15,0.201
1157,11,0.117
1158,11,0.395
1159,18,0.08
1160,25,0.561
1161,18,0.408
1162,3,0.598
1163,29,0.989
1164,11,0.992
1165,25,0.417
1166,40,0.367
1167,1,0.682
1168,40,0.368
1169,38,0.778
1170,20,0.602
1171,0,0.199
1172,9,0.415
1173,8,0.864
1174,23,0.553
1175,28,0.71
1176,19,0.71
1177,13,0.482
1178,0,0.295
1179,38,0.596
1180,40,0.113
1181,0,0.597
1182,11,0.103
1183,40,0.902
1184,15,0.744
1185,25,0.181
1186,20,0.785
1187,11,0.726
1188,35,0.728
1189,14,0.335
1190,32,0.523
1191,18,0.586
1192,7,0.377
1193,2,0.56
1194,11,0.244
1195,24,0.875
1196,35,0.96
1197,8,0.327
1198,28,0.342
1199,-1,0.216
