document_index,assigned_topic,assigned_topic_probability
335,21,0.334
336,9,0.257
337,26,0.266
338,11,0.908
339,9,0.267
340,19,0.375
341,4,0.504
342,11,0.743
343,16,0.777
344,18,0.722
345,13,0.303
346,11,0.163
347,20,0.817
348,14,0.874
349,20,0.913
350,12,0.858
351,1,0.361
352,17,0.154
353,14,0.67
354,19,0.649
355,20,0.248
356,10,0.62
357,18,0.998
358,24,0.169
359,9,0.379
360,11,0.391
361,6,0.214
362,19,0.788
363,28,0.707
364,26,0.217
365,31,0.858
366,18,0.426
367,35,0.551
368,40,0.685
369,-1,0.874
370,5,0.227
371,15,0.592
372,18,0.672
373,7,0.886
374,11,0.772
375,0,0.914
376,36,0.075
377,32,0.425
378,6,0.306
379,15,0.497
380,20,0.811
381,11,0.493
382,16,0.035
383,22,0.671
384,37,0.01
385,21,0.098
386,22,0.728
387,9,0.831
388,18,0.318
389,27,0.569
390,23,0.547
391,19,0.056
392,28,0.545
393,8,0.011
394,0,0.82
395,12,0.748
396,11,0.284
397,11,0.262
398,8,0.19
399,37,0.953
400,16,0.846
401,29,0.838
402,23,0.466
403,-1,0.812
404,37,0.592
405,18,0.299
406,22,0.43
407,10,0.409
408,6,0.352
409,0,0.242
410,21,0.398
411,12,0.599
412,11,0.196
413,40,0.142
414,26,0.69
415,29,0.526
416,25,0.352
417,6,0.908
418,26,0.461
419,36,0.332
420,11,0.216
421,0,0.323
422,0,0.274
423,40,0.867
424,31,0.892
425,-1,0.413
426,34,0.261
427,38,0.13
428,9,0.716
429,7,0.879
430,30,0.411
431,11,0.875
432,3,0.248
433,11,0.609
434,21,0.081
435,10,0.563
436,12,0.639
437,18,0.644
438,11,0.779
439,1,0.095
440,26,0.279
441,11,0.693
442,15,0.592
443,12,0.949
444,5,0.784
445,21,0.471
446,24,0.534
447,20,0.66
448,11,0.01
449,29,0.364
450,0,0.122
451,31,0.239
452,33,0.83
453,5,0.548
454,40,0.86
455,18,0.889
456,13,0.806
457,11,0.762
458,40,0.166
459,22,0.269
460,40,0.704
461,29,0.301
462,18,0.375
463,0,0.936
464,11,0.706
465,11,0.107
466,31,0.721
467,11,0.794
468,34,0.913
469,0,0.685
470,4,0.096
471,11,0.765
472,31,0.656
473,40,0.456
474,8,0.761
475,23,0.525
476,30,0.932
477,36,0.932
478,8,0.225
479,3,0.441
480,31,0.199
481,0,0.331
482,36,0.223
483,15,0.512
484,20,0.001
485,19,0.791
486,17,0.159
487,-1,0.274
488,5,0.175
489,13,0.354
490,8,0.077
491,33,0.859
492,40,0.415
493,7,0.924
494,29,0.047
495,20,0.173
496,31,0.836
497,31,0.464
498,11,0.059
499,39,0.047
500,23,0.895
501,37,0.262
502,17,0.411
503,1,0.897
504,13,0.668
505,28,0.77
506,0,0.472
507,33,0.695
508,33,0.584
509,8,0.17
510,35,0.573
511,31,0.926
512,13,0.345
513,37,0.494
514,20,0.416
515,17,0.689
516,23,0.627
517,40,0.477
518,26,0.047
519,20,0.265
520,26,0.315
521,29,0.732
522,7,0.396
523,21,0.378
524,27,0.446
525,7,0.432
526,30,0.718
527,-1,0.67
528,-1,0.763
529,15,0.207
530,24,0.741
531,3,0.296
532,16,0.0
533,11,0.64
534,36,0.012
535,29,0.098
536,38,0.041
537,14,0.606
538,23,0.208
539,14,0.809
540,15,0.356
541,21,0.335
542,38,0.515
543,35,0.775
544,10,0.696
545,11,0.207
546,19,0.764
547,30,0.507
548,13,0.987
549,11,0.517
550,5,0.286
551,15,0.761
552,36,0.029
553,28,0.725
554,9,0.543
555,23,0.176
556,32,0.024
557,10,0.047
558,30,0.082
559,26,0.488
560,27,0.708
561,4,0.134
562,3,0.159
563,18,0.814
564,15,0.228
565,11,0.828
566,37,0.095
567,9,0.837
568,14,0.733
569,1,0.148
570,-1,0.338
571,12,0.333
572,29,0.134
573,11,0.377
574,27,0.678
575,30,0.731
576,23,0.203
577,17,0.722
578,14,0.267
579,0,0.043
580,12,0.195
581,19,0.342
582,8,0.036
583,4,0.095
584,23,0.356
585,19,0.925
586,40,0.636
587,33,0.934
588,11,0.037
589,19,0.868
590,26,0.136
591,36,0.237
592,22,0.1
593,9,0.411
594,28,0.202
595,4,0.739
596,20,0.755
597,34,0.29
598,34,0.8
599,31,0.164
600,23,0.04
601,13,0.165
602,9,0.246
603,19,0.05
604,22,0.11
605,12,0.303
606,9,0.852
607,31,0.855
608,21,0.994
609,19,0.098
610,32,0.002
611,39,0.566
612,29,0.603
613,31,0.236
614,10,0.797
615,35,0.956
616,29,0.332
617,22,0.946
618,4,0.104
619,20,0.476
620,26,0.197
621,7,0.584
622,12,0.071
623,31,0.504
624,11,0.173
625,8,0.417
626,35,0.688
627,34,0.334
628,4,0.54
629,1,0.971
630,28,0.875
631,2,0.997
632,11,0.177
633,21,0.494
634,30,0.784
635,0,0.929
636,39,0.241
637,2,0.988
638,19,0.441
639,33,0.772
640,4,0.518
641,30,0.298
642,28,0.109
643,35,0.162
644,21,0.647
645,11,0.554
646,33,0.433
647,5,0.626
648,32,0.507
649,5,0.141
650,29,0.262
651,0,0.432
652,15,0.398
653,36,0.903
654,18,0.942
655,0,0.534
656,37,0.266
657,24,0.799
658,17,0.182
659,36,0.492
660,23,0.994
661,24,0.875
662,27,0.93
663,6,0.098
664,3,0.462
665,24,0.769
666,11,0.156
667,39,0.769
668,-1,0.342
669,2,0.887
670,40,0.418
671,6,0.25
672,22,0.917
673,18,0.713
674,6,0.463
675,31,0.961
676,31,0.602
677,10,0.587
678,34,0.361
679,24,0.835
680,7,0.585
681,10,0.622
682,0,0.936
683,22,0.27
684,21,0.791
685,6,0.811
686,25,0.063
687,11,0.722
688,6,0.83
689,6,0.536
690,22,0.111
691,37,0.079
692,21,0.024
693,25,0.366
694,35,0.621
695,26,0.57
696,33,0.51
697,21,0.417
698,4,0.681
699,26,0.883
700,28,0.826
701,17,0.715
702,11,0.292
703,2,0.94
704,18,0.861
705,37,0.948
706,5,0.619
707,25,0.333
708,30,0.452
709,29,0.327
710,35,0.351
711,7,0.426
712,7,0.935
713,13,0.497
714,0,0.404
715,-1,0.639
716,24,0.286
717,11,0.009
718,40,0.73
719,34,0.332
720,11,0.237
721,33,0.535
722,9,0.161
723,28,0.278
724,35,0.512
725,5,0.974
726,21,0.244
727,11,0.467
728,20,0.528
729,33,0.713
730,1,0.522
731,13,0.733
732,1,0.864
733,11,0.283
734,23,0.836
735,7,0.263
736,11,0.809
737,21,0.637
738,30,0.569
739,28,0.464
740,38,0.545
741,8,0.235
742,20,0.498
743,5,0.609
744,25,0.382
745,14,0.382
746,25,0.347
747,2,0.818
748,11,0.384
749,18,0.58
750,-1,0.972
751,11,0.03
752,34,0.22
753,19,0.925
754,1,0.717
755,4,0.376
756,39,0.09
757,6,0.514
758,34,0.784
759,9,0.423
760,3,0.844
761,34,0.29
762,4,0.495
763,33,0.09
764,29,0.526
765,40,0.861
766,21,0.152
767,37,0.61
768,26,0.314
769,-1,0.353
770,11,0.009
771,-1,0.533
772,36,0.985
773,16,0.147
774,21,0.234
775,11,0.226
776,22,0.562
777,37,0.19
778,40,0.952
779,7,0.696
780,31,0.625
781,6,0.004
782,27,0.471
783,21,0.809
784,35,0.507
785,6,0.738
786,40,0.682
787,20,0.929
788,33,0.367
789,33,0.825
790,32,0.26
791,9,0.558
792,7,0.618
793,2,0.443
794,11,0.102
795,24,0.434
796,36,0.197
797,13,0.487
798,11,0.021
799,1,0.483
800,26,0.377
801,36,0.014
802,25,0.623
803,34,0.313
804,21,0.582
805,17,0.886
806,6,0.864
807,9,0.504
808,26,0.471
809,15,0.533
810,14,0.39
811,22,0.295
812,11,0.158
813,32,0.915
814,36,0.062
815,4,0.345
816,3,0.166
817,33,0.061
818,39,0.173
819,21,0.456
820,22,0.559
821,29,0.894
822,38,0.684
823,14,0.802
824,7,0.553
825,33,0.201
826,1,0.85
827,3,0.475
828,25,0.771
829,12,0.006
830,21,0.446
831,19,0.339
832,29,0.297
833,6,0.675
834,24,0.825
835,30,0.864
836,20,0.801
837,11,0.812
838,36,0.835
839,4,0.694
840,12,0.76
841,22,0.221
842,10,0.957
843,26,0.503
844,32,0.263
845,21,0.455
846,13,0.823
847,24,0.692
848,22,0.153
849,33,0.439
850,24,0.755
851,-1,0.694
852,11,0.19
853,14,0.743
854,13,0.675
855,35,0.244
856,0,0.308
857,30,0.419
858,10,0.674
859,22,0.951
860,12,0.995
861,1,0.689
862,-1,0.412
863,15,0.068
864,33,0.593
865,11,0.482
866,36,0.671
867,37,0.964
868,6,0.167
869,34,0.371
870,24,0.576
871,22,0.351
872,17,0.176
873,39,0.599
874,4,0.039
875,11,0.377
876,0,0.973
877,11,0.478
878,26,0.102
879,11,0.834
880,2,0.179
881,4,0.251
882,36,0.962
883,35,0.775
884,32,0.322
885,35,0.647
886,29,0.488
887,30,0.892
888,34,0.56
889,18,0.661
890,3,0.149
891,3,0.25
892,25,0.027
893,7,0.588
894,11,0.563
895,36,0.308
896,20,0.232
897,11,0.453
898,14,0.104
899,10,0.853
900,11,0.832
901,38,0.596
902,29,0.902
903,35,0.613
904,11,0.491
905,3,0.6
906,4,0.085
907,40,0.217
908,35,0.558
909,38,0.112
910,4,0.81
911,16,0.17
912,7,0.418
913,23,0.485
914,-1,0.158
915,15,0.242
916,20,0.484
917,10,0.107
918,33,0.187
919,2,0.023
920,34,0.506
921,-1,0.822
922,30,0.811
923,26,0.355
924,18,0.687
925,1,0.99
926,36,0.423
927,37,0.914
928,31,0.779
929,38,0.177
930,11,0.444
931,11,0.931
932,9,0.168
933,33,0.058
934,24,0.267
935,2,0.005
936,-1,0.127
937,9,0.426
938,20,0.764
939,39,0.214
940,35,0.85
941,39,0.988
942,30,0.464
943,4,0.992
944,31,0.578
945,15,0.06
946,12,0.111
947,21,0.513
948,15,0.922
949,25,0.098
950,40,0.572
951,12,0.811
952,11,0.983
953,11,0.908
954,2,0.106
955,34,0.077
956,15,0.205
957,39,0.28
958,31,0.866
959,4,0.645
960,20,0.942
961,10,0.419
962,0,0.41
963,24,0.28
964,26,0.438
965,11,0.791
966,29,0.697
967,24,0.79
968,24,0.831
969,24,0.004
970,6,0.237
971,25,0.654
972,7,0.446
973,23,0.117
974,16,0.065
975,34,0.943
976,14,0.848
977,-1,0.319
978,3,0.639
979,7,0.147
980,35,0.135
981,30,0.334
982,37,0.281
983,29,0.979
984,5,0.024
985,0,0.547
986,22,0.854
987,21,0.026
988,17,0.554
989,11,0.38
990,16,0.216
991,11,0.235
992,23,0.814
993,15,0.464
994,18,0.046
995,33,0.409
996,17,0.817
997,38,0.689
998,5,0.955
999,26,0.773
1000,28,0.171
1001,3,0.067
1002,23,0.463
1003,29,0.445
1004,1,0.548
1005,33,0.672
1006,14,0.254
1007,26,0.988
1008,8,0.495
1009,4,0.715
1010,15,0.408
1011,5,0.684
1012,3,0.983
1013,23,0.154
1014,24,0.436
1015,37,0.697
1016,23,0.857
1017,11,0.637
1018,11,0.231
1019,40,0.645
1020,14,0.623
1021,27,0.044
1022,29,0.607
1023,6,0.533
1024,34,0.289
1025,16,0.239
1026,16,0.768
1027,8,0.065
1028,17,0.285
1029,23,0.701
1030,36,0.209
1031,12,0.118
1032,24,0.983
1033,35,0.566
1034,20,0.269
1035,7,0.154
1036,29,0.007
1037,11,0.75
1038,12,0.357
1039,35,0.195
1040,0,0.904
1041,39,0.696
1042,28,0.81
1043,27,0.656
1044,26,0.917
1045,40,0.344
1046,16,0.156
1047,11,0.007
1048,0,0.034
1049,38,0.854
1050,38,0.615
1051,10,0.046
1052,29,0.107
1053,15,0.697
1054,11,0.385
1055,21,0.774
1056,7,0.937
1057,8,0.756
1058,22,0.182
1059,40,0.65
1060,-1,0.595
1061,18,0.848
1062,18,0.2
1063,30,0.719
1064,40,0.6
1065,22,0.478
1066,30,0.291
1067,4,0.026
1068,40,0.806
1069,38,0.107
1070,11,0.377
1071,29,0.496
1072,2,0.33
1073,23,0.662
1074,39,0.328
1075,5,0.516
1076,35,0.095
1077,40,0.434
1078,22,0.583
1079,31,0.862
1080,8,0.182
1081,17,0.339
1082,30,0.259
1083,17,0.153
1084,-1,0.386
1085,33,0.908
1086,37,0.373
1087,23,0.272
1088,28,0.958
1089,5,0.715
1090,6,0.37
1091,37,0.749
1092,5,0.639
1093,38,0.855
1094,1,0.111
1095,18,0.54
1096,31,0.702
1097,2,0.998
1098,4,0.602
1099,11,0.141
1100,20,0.972
1101,32,0.459
1102,14,0.488
1103,30,0.253
1104,22,0.814
1105,1,0.529
1106,28,0.974
1107,37,0.519
1108,7,0.181
1109,32,0.77
1110,7,0.148
1111,37,0.283
1112,13,0.939
1113,11,0.976
1114,38,0.777
1115,22,0.207
1116,17,0.742
1117,19,0.594
1118,9,0.447
1119,0,0.446
1120,20,0.453
1121,32,0.322
1122,6,0.538
1123,37,0.037
1124,31,0.848
1125,26,0.897
1126,12,0.391
1127,29,0.949
1128,40,0.776
1129,11,0.848
1130,25,0.891
1131,16,0.34
1132,24,0.813
1133,9,0.145
1134,11,0.977
1135,35,0.595
1136,6,0.694
1137,34,0.306
1138,11,0.032
1139,36,0.163
1140,34,0.142
1141,38,0.442
1142,40,0.293
1143,39,0.944
1144,8,0.842
1145,35,0.54
1146,40,0.852
1147,21,0.585
1148,24,0.92
1149,36,0.745
1150,32,0.735
1151,32,0.275
1152,40,0.794
1153,34,0.772
1154,39,0.081
1155,37,0.058
1156,22,0.881
1157,23,0.979
1158,21,0.605
1159,12,0.171
1160,27,0.421
1161,24,0.021
1162,8,0.822
1163,35,0.103
1164,11,0.335
1165,18,0.563
1166,33,0.698
1167,24,0.907
1168,3,0.422
1169,12,0.191
1170,18,0.109
1171,29,0.659
1172,11,0.129
1173,18,0.658
1174,23,0.456
1175,21,0.417
1176,6,0.261
1177,20,0.902
1178,37,0.716
1179,11,0.525
1180,32,0.424
1181,29,0.36
1182,2,0.399
1183,11,0.854
1184,12,0.421
1185,20,0.004
1186,0,0.923
1187,8,0.593
1188,4,0.166
1189,1,0.127
1190,16,0.377
1191,31,0.612
1192,12,0.939
1193,31,0.054
1194,20,0.353
1195,27,0.257
1196,11,0.421
1197,16,0.792
1198,12,0.159
1199,11,0.935
