document_index,assigned_topic,assigned_topic_probability
209,38,0.127
210,3,0.819
211,10,0.688
212,39,0.031
213,22,0.336
214,27,0.467
215,19,0.361
216,30,0.117
217,2,0.207
218,27,0.025
219,1,0.093
220,6,0.266
221,20,0.82
222,17,0.527
223,5,0.424
224,32,0.662
225,11,0.542
226,35,0.132
227,-1,0.223
228,8,0.223
229,11,0.6
230,24,0.462
231,15,0.388
232,5,0.557
233,22,0.97
234,39,0.314
235,4,0.52
236,9,0.48
237,19,0.717
238,29,0.73
239,4,0.729
240,8,0.202
241,8,0.449
242,24,0.811
243,2,0.382
244,26,0.984
245,16,0.365
246,12,0.498
247,35,0.475
248,33,0.434
249,32,0.846
250,36,0.155
251,8,0.568
252,34,0.619
253,6,0.851
254,12,0.609
255,22,0.96
256,30,0.872
257,23,0.349
258,22,0.86
259,14,0.958
260,23,0.257
261,18,0.61
262,19,0.282
263,23,0.65
264,24,0.094
265,12,0.734
266,4,0.42
267,11,0.587
268,16,0.026
269,5,0.695
270,6,0.496
271,38,0.625
272,10,0.316
273,30,0.146
274,4,0.435
275,39,0.944
276,7,0.228
277,15,0.676
278,31,0.05
279,7,0.718
280,22,0.238
281,31,0.452
282,-1,0.368
283,0,0.113
284,32,0.346
285,10,0.35
286,37,0.522
287,37,0.972
288,35,0.47
289,40,0.914
290,33,0.462
291,15,0.108
292,40,0.23
293,13,0.408
294,23,0.325
295,-1,0.866
296,39,0.679
297,23,0.578
298,38,0.491
299,13,0.397
300,12,0.612
301,20,0.125
302,35,0.163
303,22,0.303
304,32,0.171
305,8,0.677
306,31,0.025
307,29,0.16
308,36,0.903
309,1,0.998
310,15,0.488
311,2,0.495
312,15,0.773
313,30,0.036
314,25,0.427
315,30,0.1
316,29,0.401
317,40,0.984
318,35,0.754
319,23,0.985
320,35,0.746
321,1,0.608
322,29,0.754
323,20,0.659
324,39,0.464
325,20,0.293
326,6,0.52
327,29,0.258
328,38,0.487
329,-1,0.146
330,1,0.565
331,26,0.245
332,22,0.294
333,22,0.499
334,2,0.163
335,23,0.962
336,22,0.447
337,34,0.352
338,15,0.029
339,13,0.843
340,2,0.626
341,22,0.416
342,26,0.246
343,10,0.745
344,29,0.945
345,38,0.381
346,6,0.135
347,23,0.109
348,28,0.006
349,-1,0.744
350,6,0.981
351,15,0.993
352,4,0.784
353,13,0.162
354,5,0.978
355,36,0.328
356,24,0.334
357,12,0.687
358,31,0.049
359,-1,0.826
360,24,0.997
361,27,0.775
362,32,0.782
363,8,0.39
364,23,0.066
365,31,0.793
366,32,0.597
367,6,0.909
368,40,0.116
369,10,0.305
370,15,0.361
371,7,0.683
372,5,0.788
373,9,0.961
374,4,0.295
375,29,0.494
376,24,0.029
377,15,0.253
378,21,0.374
379,24,0.594
380,6,0.471
381,11,0.364
382,36,0.624
383,-1,0.829
384,39,0.242
385,39,0.343
386,9,0.705
387,12,0.778
388,7,0.825
389,22,0.209
390,7,0.539
391,32,0.9
392,15,0.392
393,39,0.43
394,34,0.985
395,15,0.113
396,24,0.706
397,0,0.85
398,1,0.151
399,20,0.714
