document_index,assigned_topic,assigned_topic_probability
293,33,0.788
294,25,0.892
295,37,0.213
296,7,0.909
297,16,0.885
298,17,0.364
299,33,0.813
300,34,0.515
301,13,0.811
302,37,0.748
303,11,0.962
304,8,0.221
305,11,0.736
306,6,0.014
307,27,0.922
308,38,0.199
309,28,0.373
310,20,0.843
311,11,0.478
312,6,0.664
313,9,0.361
314,26,0.555
315,30,0.845
316,10,0.893
317,25,0.456
318,32,0.72
319,21,0.467
320,5,0.94
321,39,0.728
322,14,0.431
323,16,0.498
324,11,0.183
325,8,0.941
326,2,0.255
327,34,0.181
328,30,0.452
329,6,0.726
330,20,0.683
331,30,0.255
332,40,0.265
333,37,0.236
334,1,0.603
335,11,0.957
336,4,0.889
337,25,0.505
338,23,0.378
339,37,0.396
340,11,0.806
341,19,0.651
342,24,0.041
343,2,0.076
344,11,0.481
345,29,0.532
346,19,0.961
347,29,0.141
348,19,0.808
349,35,0.895
350,12,0.378
351,16,0.162
352,10,0.246
353,5,0.663
354,3,0.07
355,3,0.886
356,3,0.757
357,13,0.794
358,17,0.74
359,32,0.129
360,33,0.731
361,20,0.599
362,23,0.051
363,6,0.285
364,9,0.423
365,9,0.543
366,19,0.181
367,13,0.527
368,7,0.958
369,19,0.355
370,3,0.151
371,34,0.469
372,30,0.451
373,40,0.917
374,10,0.462
375,24,0.243
376,33,0.224
377,15,0.035
378,38,0.741
379,6,0.268
380,6,0.788
381,20,0.55
382,13,0.712
383,24,0.203
384,34,0.155
385,12,0.418
386,30,0.357
387,12,0.506
388,0,0.748
389,33,0.909
390,20,0.594
391,26,0.226
392,11,0.295
393,17,0.906
394,11,0.21
395,22,0.095
396,5,0.921
397,20,0.027
398,4,0.749
399,6,0.146
400,40,0.666
401,35,0.186
402,35,0.897
403,2,0.05
404,40,0.304
405,11,0.783
406,6,0.567
407,22,0.422
408,14,0.436
409,11,0.502
410,35,0.995
411,24,0.674
412,11,0.487
413,37,0.322
414,28,0.504
415,11,0.923
416,1,0.219
417,5,0.345
418,7,0.065
419,4,0.629
420,37,0.767
421,1,0.632
422,38,0.812
423,32,0.771
424,2,0.972
425,18,0.452
426,-1,0.084
427,9,0.535
428,10,0.771
429,27,0.407
430,7,0.449
431,11,0.737
432,28,0.017
433,38,0.657
434,11,0.707
435,15,0.971
436,29,0.73
437,27,0.131
438,7,0.498
439,10,0.406
440,25,0.401
441,35,0.785
442,21,0.581
443,37,0.731
444,21,0.746
445,25,0.688
446,14,0.758
447,26,0.219
448,2,0.099
449,26,0.161
450,15,0.809
451,11,0.956
452,40,0.937
453,17,0.013
454,27,0.995
455,30,0.887
456,6,0.199
457,40,0.557
458,22,0.985
459,30,0.471
460,11,0.953
461,12,0.544
462,38,0.344
463,20,0.161
464,-1,0.104
465,24,0.707
466,34,0.328
467,2,0.408
468,6,0.937
469,19,0.2
470,15,0.373
471,3,0.91
472,7,0.941
473,20,0.803
474,24,0.383
475,2,0.125
476,29,0.789
477,14,0.839
478,40,0.715
479,39,0.337
480,24,0.652
481,-1,0.702
482,11,0.887
483,10,0.139
484,17,0.264
485,14,0.404
486,31,0.812
487,23,0.894
488,11,0.278
489,39,0.504
490,36,0.608
491,25,0.165
492,8,0.792
493,36,0.471
494,29,0.895
495,5,0.548
496,6,0.833
497,11,0.049
498,25,0.439
499,36,0.419
500,4,0.194
501,-1,0.562
502,27,0.751
503,18,0.493
504,2,0.832
505,18,0.293
506,0,0.298
507,38,0.167
508,35,0.784
509,17,0.148
510,33,0.15
511,37,0.007
512,0,0.388
513,11,0.437
514,8,0.451
515,11,0.766
516,25,0.415
517,5,0.004
518,37,0.609
519,19,0.171
520,35,0.025
521,-1,0.777
522,32,0.246
523,13,0.755
524,28,0.642
525,20,0.883
526,23,0.358
527,22,0.65
528,19,0.568
529,17,0.783
530,11,0.329
531,39,0.599
532,23,0.541
533,5,0.044
534,1,0.034
535,40,0.903
536,6,0.641
537,28,0.613
538,28,0.743
539,33,0.016
540,11,0.232
541,11,0.65
542,18,0.718
543,8,0.63
544,29,0.411
545,30,0.589
546,20,0.7
547,11,0.406
548,25,0.564
549,30,0.079
550,30,0.17
551,11,0.773
552,25,0.38
553,1,0.778
554,11,0.674
555,39,0.363
556,29,0.771
557,38,0.126
558,7,0.161
559,36,0.409
560,4,0.656
561,25,0.298
562,20,0.323
563,34,0.862
564,21,0.9
565,24,0.913
566,12,0.022
567,19,0.798
568,14,0.762
569,38,0.258
570,21,0.227
571,7,0.035
572,0,0.822
573,34,0.608
574,25,0.016
575,17,0.225
576,11,0.831
577,11,0.602
578,25,0.856
579,20,0.147
580,21,0.953
581,25,0.207
582,37,0.304
583,6,0.926
584,11,0.313
585,30,0.595
586,19,0.344
587,15,0.74
588,21,0.311
589,28,0.441
590,13,0.084
591,5,0.921
592,2,0.906
593,1,0.804
594,36,0.873
595,5,0.603
596,26,0.085
597,6,0.071
598,21,0.786
599,30,0.517
600,5,0.277
601,19,0.037
602,16,0.984
603,31,0.097
604,22,0.364
605,30,0.68
606,23,0.623
607,9,0.126
608,22,0.62
609,37,0.336
610,16,0.171
611,31,0.617
612,26,0.9
613,2,0.752
614,11,0.162
615,23,0.174
616,7,0.469
617,16,0.021
618,17,0.021
619,18,0.252
620,11,0.107
621,14,0.547
622,3,0.043
623,19,0.244
624,35,0.058
625,13,0.53
626,31,0.353
627,18,0.083
628,7,0.354
629,21,0.001
630,19,0.825
631,29,0.364
632,27,0.666
633,5,0.709
634,1,0.555
635,4,0.589
636,27,0.429
637,19,0.407
638,14,0.306
639,18,0.071
640,-1,0.349
641,22,0.463
642,11,0.134
643,24,0.908
644,5,0.008
645,10,0.224
646,38,0.68
647,26,0.823
648,36,0.474
649,11,0.589
650,29,0.273
651,19,0.954
652,11,0.644
653,23,0.131
654,-1,0.736
655,24,0.128
656,4,0.403
657,24,0.491
658,4,0.722
659,33,0.996
660,23,0.371
661,19,0.676
662,38,0.672
663,38,0.184
664,10,0.643
665,38,0.879
666,16,0.556
667,13,0.48
668,38,0.648
669,36,0.807
670,34,0.225
671,16,0.163
672,23,0.651
673,39,0.035
674,0,0.825
675,37,0.302
676,38,0.111
677,17,0.765
678,11,0.223
679,13,0.401
680,3,0.414
681,27,0.82
682,13,0.264
683,14,0.633
684,22,0.999
685,26,0.599
686,4,0.141
687,16,0.283
688,2,0.535
689,20,0.322
690,12,0.517
691,14,0.543
692,6,0.736
693,32,0.623
694,10,0.698
695,24,0.218
696,26,0.423
697,27,0.825
698,11,0.752
699,33,0.182
700,26,0.064
701,32,0.653
702,30,0.444
703,20,0.41
704,30,0.025
705,9,0.382
706,11,0.179
707,14,0.034
708,15,0.399
709,22,0.825
710,29,0.891
711,9,0.238
712,12,0.275
713,11,0.099
714,11,0.909
715,8,0.065
716,3,0.937
717,13,0.641
718,3,0.786
719,25,0.22
720,29,0.608
721,28,0.109
722,11,0.659
723,15,0.6
724,19,0.824
725,30,0.645
726,38,0.972
727,36,0.49
728,13,0.552
729,5,0.076
730,1,0.108
731,11,0.174
732,38,0.118
733,21,0.137
734,1,0.26
735,17,0.278
736,29,0.696
737,32,0.486
738,31,0.927
739,31,0.343
740,3,0.063
741,27,0.844
742,40,0.843
743,16,0.363
744,20,0.07
745,10,0.881
746,32,0.934
747,11,0.997
748,40,0.391
749,23,0.127
750,13,0.378
751,22,0.586
752,0,0.043
753,37,0.274
754,11,0.942
755,18,0.044
756,16,0.151
757,11,0.581
758,31,0.958
759,26,0.94
760,4,0.258
761,29,0.614
762,26,0.965
763,40,0.63
764,10,0.222
765,32,0.694
766,35,0.511
767,0,0.494
768,37,0.488
769,11,0.113
770,32,0.789
771,40,0.347
772,7,0.185
773,0,0.441
774,24,0.643
775,24,0.553
776,34,0.819
777,24,0.843
778,3,0.621
779,21,0.552
780,15,0.567
781,35,0.393
782,28,0.469
783,33,0.527
784,29,0.801
785,11,0.746
786,35,0.196
787,3,0.978
788,11,0.965
789,5,0.279
790,2,0.999
791,36,0.525
792,4,0.227
793,3,0.72
794,2,0.048
795,26,0.688
796,8,0.835
797,27,0.351
798,10,0.335
799,8,0.272
800,11,0.407
801,8,0.573
802,8,0.762
803,34,0.887
804,21,0.549
805,16,0.475
806,36,0.375
807,19,0.595
808,35,0.145
809,15,0.467
810,40,0.509
811,6,0.629
812,20,0.069
813,17,0.43
814,36,0.762
815,10,0.784
816,13,0.543
817,11,0.872
818,25,0.755
819,7,0.797
820,19,0.793
821,25,0.729
822,8,0.856
823,11,0.097
824,4,0.504
825,5,0.825
826,37,0.109
827,32,0.155
828,7,0.402
829,23,0.564
830,3,0.724
831,35,0.561
832,11,0.217
833,31,0.848
834,11,0.265
835,14,0.858
836,35,0.495
837,22,0.04
838,23,0.48
839,40,0.654
840,33,0.88
841,11,0.582
842,1,0.991
843,11,0.381
844,30,0.246
845,5,0.443
846,11,0.658
847,38,0.095
848,17,0.09
849,9,0.624
850,22,0.384
851,37,0.783
852,8,0.264
853,23,0.433
854,32,0.515
855,23,0.942
856,35,0.007
857,15,0.217
858,32,0.092
859,15,0.991
860,1,0.132
861,12,0.823
862,5,0.52
863,29,0.782
864,15,0.302
865,11,0.475
866,30,0.978
867,21,0.095
868,37,0.621
869,17,0.958
870,28,0.127
871,25,0.84
872,28,0.276
873,19,0.201
874,16,0.166
875,33,0.736
876,36,0.036
877,1,0.421
878,11,0.697
879,36,0.14
880,23,0.224
881,21,0.152
882,18,0.026
883,20,0.457
884,6,0.497
885,15,0.946
886,11,0.728
887,21,0.97
888,14,0.757
889,8,0.979
890,11,0.248
891,19,0.168
892,23,0.391
893,15,0.492
894,0,0.825
895,11,0.541
896,23,0.952
897,11,0.289
898,20,0.579
899,11,0.652
900,6,0.156
901,34,0.786
902,4,0.639
903,19,0.192
904,26,0.414
905,8,0.641
906,8,0.733
907,11,0.417
908,-1,0.722
909,37,0.261
910,9,0.305
911,31,0.012
912,11,0.488
913,32,0.188
914,6,0.602
915,28,0.966
916,29,1.0
917,29,0.374
918,1,0.734
919,5,0.961
920,35,0.523
921,13,0.334
922,32,0.156
923,33,0.176
924,28,0.854
925,6,0.259
926,13,0.271
927,2,0.747
928,-1,0.837
929,34,0.208
930,19,0.689
931,31,0.447
932,5,0.277
933,11,0.52
934,22,0.777
935,21,0.099
936,16,0.071
937,0,0.912
938,10,0.963
939,5,0.529
940,11,0.144
941,9,0.079
942,26,0.156
943,28,0.283
944,32,0.684
945,11,0.11
946,21,0.137
947,33,0.713
948,19,0.257
949,-1,0.216
950,19,0.583
951,-1,0.079
952,15,0.629
953,11,0.019
954,11,0.233
955,29,0.45
956,26,0.631
957,38,0.204
958,38,0.879
959,12,0.919
960,22,0.481
961,22,0.272
962,-1,0.11
963,0,0.939
964,13,0.134
965,-1,0.299
966,27,0.329
967,-1,0.268
968,8,0.002
969,3,0.207
970,19,0.749
971,35,0.205
972,1,0.764
973,25,0.416
974,11,0.081
975,36,0.827
976,24,0.635
977,34,0.612
978,28,0.15
979,11,0.623
980,19,0.797
981,13,0.996
982,20,0.671
983,4,0.432
984,11,0.819
985,3,0.05
986,38,0.419
987,0,0.732
988,3,0.359
989,6,0.059
990,6,0.111
991,-1,0.167
992,11,0.831
993,27,0.721
994,11,0.764
995,11,0.909
996,8,0.303
997,11,0.743
998,15,0.365
999,19,0.786
1000,15,0.696
1001,10,0.99
1002,20,0.757
1003,3,0.006
1004,22,0.7
1005,21,0.102
1006,4,0.546
1007,35,0.157
1008,38,0.495
1009,11,0.793
1010,38,0.289
1011,38,0.153
1012,30,0.314
1013,13,0.174
1014,7,0.184
1015,34,0.697
1016,19,0.704
1017,29,0.529
1018,36,0.252
1019,38,0.53
1020,27,0.949
1021,11,0.384
1022,2,0.424
1023,32,0.494
1024,0,0.178
1025,20,0.245
1026,11,0.691
1027,11,0.162
1028,35,0.605
1029,11,0.386
1030,5,0.306
1031,17,0.55
1032,3,0.226
1033,35,0.31
1034,0,0.525
1035,38,0.657
1036,8,0.836
1037,26,0.825
1038,36,0.498
1039,7,0.074
1040,38,0.188
1041,16,0.0
1042,20,0.186
1043,13,0.031
1044,40,0.715
1045,27,0.546
1046,14,0.036
1047,1,0.618
1048,36,0.814
1049,26,0.029
1050,4,0.127
1051,18,0.471
1052,10,0.042
1053,9,0.021
1054,19,0.582
1055,1,0.563
1056,9,0.807
1057,1,0.078
1058,38,0.897
1059,36,0.019
1060,5,0.301
1061,23,0.049
1062,8,0.244
1063,22,0.815
1064,18,0.125
1065,-1,0.202
1066,32,0.611
1067,31,0.022
1068,1,0.602
1069,7,0.894
1070,11,0.07
1071,15,0.006
1072,17,0.406
1073,26,0.849
1074,25,0.935
1075,4,0.801
1076,19,0.649
1077,32,0.427
1078,36,0.789
1079,34,0.757
1080,11,0.184
1081,20,0.716
1082,5,0.793
1083,14,0.901
1084,10,0.73
1085,9,0.732
1086,35,0.902
1087,29,0.194
1088,34,0.55
1089,13,0.893
1090,15,0.632
1091,33,0.931
1092,11,0.05
1093,29,0.214
1094,27,0.221
1095,13,0.079
1096,38,0.623
1097,8,0.401
1098,13,0.242
1099,14,0.728
1100,14,0.676
1101,13,0.039
1102,19,0.44
1103,39,0.72
1104,19,0.103
1105,25,0.795
1106,11,0.616
1107,26,0.718
1108,12,0.25
1109,10,0.748
1110,14,0.174
1111,14,0.86
1112,33,0.206
1113,18,0.268
1114,38,0.671
1115,40,0.334
1116,27,0.309
1117,27,0.063
1118,4,0.82
1119,5,0.459
1120,28,0.393
1121,40,0.246
1122,32,0.555
1123,11,0.56
1124,27,0.002
1125,25,0.086
1126,1,0.613
1127,35,0.284
1128,13,0.984
1129,24,0.249
1130,13,0.152
1131,37,0.045
1132,18,0.687
1133,34,0.291
1134,38,0.274
1135,0,0.11
1136,16,0.052
1137,11,0.23
1138,34,0.397
1139,11,0.662
1140,26,0.101
1141,11,0.366
1142,5,0.992
1143,37,0.681
1144,0,0.999
1145,32,0.079
1146,0,0.405
1147,14,0.23
1148,35,0.942
1149,8,0.905
1150,10,0.569
1151,7,0.307
1152,11,0.545
1153,8,0.871
1154,28,0.574
1155,23,0.765
1156,36,0.688
1157,25,0.098
1158,15,0.758
1159,11,0.209
1160,17,0.871
1161,22,0.31
1162,38,0.564
1163,9,0.286
1164,15,0.009
1165,37,0.78
1166,37,0.715
1167,34,0.924
1168,11,0.573
1169,3,0.188
1170,14,0.171
1171,9,0.389
1172,12,0.331
1173,38,0.408
1174,21,0.225
1175,11,0.989
1176,29,0.086
1177,33,0.739
1178,17,0.568
1179,1,0.556
1180,18,0.613
1181,15,0.904
1182,11,0.675
1183,24,0.271
1184,29,0.269
1185,11,0.828
1186,15,0.478
1187,32,0.705
1188,6,0.376
1189,40,0.738
1190,16,0.424
1191,20,0.493
1192,23,0.928
1193,18,0.495
1194,1,0.225
1195,28,0.531
1196,36,0.009
1197,30,0.279
1198,27,0.604
1199,1,0.071
