document_index,assigned_topic,assigned_topic_probability
324,8,1.0
325,3,0.8349247049852492
326,0,1.0
327,0,1.0
328,0,1.0
329,2,1.0
330,0,1.0
331,6,1.0
332,0,1.0
333,7,1.0
334,0,1.0
335,6,1.0
336,2,1.0
337,5,1.0
338,0,1.0
339,0,1.0
340,0,1.0
341,0,1.0
342,2,1.0
343,7,1.0
344,0,1.0
345,0,1.0
346,2,0.8532433968589634
347,4,1.0
348,0,1.0
349,2,1.0
350,0,1.0
351,5,1.0
352,0,1.0
353,0,1.0
354,0,1.0
355,0,1.0
356,0,1.0
357,0,1.0
358,0,1.0
359,0,1.0
360,0,1.0
361,4,1.0
362,0,1.0
363,0,1.0
364,6,1.0
365,1,1.0
366,7,1.0
367,3,1.0
368,0,1.0
369,5,1.0
370,0,1.0
371,0,1.0
372,0,1.0
373,0,1.0
374,0,1.0
375,0,1.0
376,5,1.0
377,5,1.0
378,0,1.0
379,1,1.0
380,0,1.0
381,0,1.0
382,0,1.0
383,0,1.0
384,0,1.0
385,2,1.0
386,0,1.0
387,0,1.0
388,0,1.0
389,0,1.0
390,4,0.6300217718253069
391,0,1.0
392,1,1.0
393,0,1.0
394,0,1.0
395,0,1.0
396,0,1.0
397,0,1.0
398,2,1.0
399,4,1.0
400,2,1.0
401,4,0.5540758050593989
402,0,1.0
403,0,1.0
404,0,1.0
405,0,1.0
406,0,1.0
407,0,1.0
408,0,1.0
409,4,0.7799501661208367
410,0,1.0
411,1,1.0
412,0,1.0
413,0,1.0
414,0,1.0
415,3,0.9598610880265696
416,3,1.0
417,0,1.0
418,4,0.6514301684411123
419,0,1.0
420,0,1.0
421,0,1.0
422,0,1.0
423,0,1.0
424,8,0.9201129282447001
425,0,1.0
426,0,1.0
427,0,1.0
428,0,1.0
429,0,1.0
430,8,1.0
431,0,1.0
432,0,1.0
433,1,1.0
434,2,1.0
435,0,1.0
436,0,1.0
437,0,1.0
438,0,1.0
439,0,1.0
440,0,1.0
441,0,1.0
442,2,1.0
443,0,1.0
444,0,1.0
445,4,0.8197297187844308
446,0,1.0
447,6,1.0
448,0,1.0
449,0,1.0
450,0,1.0
451,0,1.0
452,7,1.0
453,0,1.0
454,1,1.0
455,0,1.0
456,0,1.0
457,2,1.0
458,1,1.0
459,1,1.0
460,5,0.7271969095305593
461,0,1.0
462,3,0.9985180746822442
463,0,1.0
464,0,1.0
465,0,1.0
466,1,1.0
467,0,1.0
468,0,1.0
469,0,1.0
470,0,1.0
471,3,1.0
472,1,1.0
473,0,1.0
474,0,1.0
475,0,1.0
476,5,0.6471020317144728
477,0,1.0
478,2,1.0
479,1,1.0
480,2,1.0
481,0,1.0
482,0,1.0
483,0,1.0
484,0,1.0
485,4,1.0
486,0,1.0
487,6,0.9539781595755656
488,0,1.0
489,0,1.0
490,0,1.0
491,2,1.0
492,0,1.0
493,1,1.0
494,1,1.0
495,4,1.0
496,0,1.0
497,0,1.0
498,0,1.0
499,0,1.0
500,0,1.0
501,7,1.0
502,2,1.0
503,2,1.0
504,0,1.0
505,6,0.9539781595755656
506,0,1.0
507,0,1.0
508,2,1.0
509,0,1.0
510,1,1.0
511,7,1.0
512,5,1.0
513,3,0.9320210272658124
514,4,1.0
515,0,1.0
516,0,1.0
517,6,1.0
518,3,1.0
519,0,1.0
520,0,1.0
521,0,1.0
522,5,1.0
523,0,1.0
524,7,1.0
525,3,1.0
526,0,1.0
527,0,1.0
528,0,1.0
529,1,1.0
530,3,1.0
531,0,1.0
532,1,0.8677469616120533
533,0,1.0
534,4,1.0
535,0,1.0
536,1,1.0
537,0,1.0
538,0,1.0
539,3,0.8504048495783362
540,0,1.0
541,4,0.6300217718253069
542,0,1.0
543,6,1.0
544,0,1.0
545,2,1.0
546,7,1.0
547,0,1.0
548,2,1.0
549,0,1.0
550,2,1.0
551,8,1.0
552,0,1.0
553,0,1.0
554,0,1.0
555,2,1.0
556,3,1.0
557,1,1.0
558,0,1.0
559,3,0.8809651638146297
560,0,1.0
561,0,1.0
562,0,1.0
563,0,1.0
564,0,1.0
565,1,1.0
566,0,1.0
567,0,1.0
568,6,1.0
569,0,1.0
570,0,1.0
571,7,1.0
572,0,1.0
573,0,1.0
574,3,0.8466921017163753
575,0,1.0
576,0,1.0
577,5,1.0
578,0,1.0
579,6,0.9539781595755656
580,0,1.0
581,1,1.0
582,2,1.0
583,0,1.0
584,0,1.0
585,2,1.0
586,0,1.0
587,1,1.0
588,0,1.0
589,1,1.0
590,5,1.0
591,7,1.0
592,1,1.0
593,0,1.0
594,6,1.0
595,1,1.0
596,4,0.5917761951541288
597,0,1.0
598,3,1.0
599,0,1.0
600,0,1.0
601,0,1.0
602,0,1.0
603,1,1.0
604,0,1.0
605,1,1.0
606,0,1.0
607,7,1.0
608,0,1.0
609,0,1.0
610,0,1.0
611,3,1.0
612,6,1.0
613,0,1.0
614,0,1.0
615,0,1.0
616,1,1.0
617,2,1.0
618,0,1.0
619,0,1.0
620,0,1.0
621,4,0.6300217718253069
622,0,1.0
623,0,1.0
624,2,0.8740463309362715
625,0,1.0
626,0,1.0
627,2,1.0
628,1,1.0
629,0,1.0
630,1,1.0
631,0,1.0
632,0,1.0
633,0,1.0
634,0,1.0
635,3,1.0
636,0,1.0
637,3,0.9598610880265696
638,0,1.0
639,0,1.0
640,0,1.0
641,3,0.8025512287939469
642,4,0.939593759110525
643,1,1.0
644,8,1.0
645,0,1.0
646,7,1.0
647,0,1.0
648,0,1.0
649,2,1.0
650,0,1.0
651,0,1.0
652,4,1.0
653,1,1.0
654,0,1.0
655,0,1.0
656,0,1.0
657,0,1.0
658,2,1.0
659,3,1.0
660,5,1.0
661,8,0.9201129282447001
662,1,1.0
663,0,1.0
664,0,1.0
665,3,0.9598610880265696
666,0,1.0
667,3,0.9598610880265696
668,0,1.0
669,0,1.0
670,0,1.0
671,1,0.9963176894502169
672,0,1.0
673,2,1.0
674,0,1.0
675,8,1.0
676,0,1.0
677,0,1.0
678,0,1.0
679,2,1.0
680,0,1.0
681,0,1.0
682,2,1.0
683,4,0.8197297187844308
684,0,1.0
685,3,1.0
686,0,1.0
687,3,1.0
688,2,1.0
689,0,1.0
690,0,1.0
691,0,1.0
692,0,1.0
693,8,0.9201129282447001
694,0,1.0
695,0,1.0
696,0,1.0
697,6,1.0
698,1,0.9944914588362566
699,1,1.0
700,0,1.0
701,7,1.0
702,0,1.0
703,3,0.95813295129929
704,0,1.0
705,0,1.0
706,5,0.6563075213360883
707,0,1.0
708,5,1.0
709,0,1.0
710,0,1.0
711,1,1.0
712,2,1.0
713,0,1.0
714,0,1.0
715,0,1.0
716,0,1.0
717,2,1.0
718,0,1.0
719,0,1.0
720,0,1.0
721,6,0.9539781595755656
722,0,1.0
723,0,1.0
724,0,1.0
725,0,1.0
726,0,1.0
727,0,1.0
728,0,1.0
729,7,1.0
730,0,1.0
731,0,1.0
732,2,1.0
733,0,1.0
734,0,1.0
735,2,1.0
736,0,1.0
737,0,1.0
738,0,1.0
739,1,1.0
740,6,1.0
741,8,1.0
742,2,1.0
743,0,1.0
744,0,1.0
745,0,1.0
746,5,1.0
747,0,1.0
748,1,1.0
749,0,1.0
750,0,1.0
751,1,1.0
752,0,1.0
753,3,0.9309985074052153
754,0,1.0
755,4,0.5727767677962403
756,0,1.0
757,7,1.0
758,0,1.0
759,0,1.0
760,3,1.0
761,0,1.0
762,3,0.6553572690321358
763,4,0.6300217718253069
764,1,1.0
765,0,1.0
766,2,1.0
767,0,1.0
768,0,1.0
769,0,1.0
770,2,0.9859347419781063
771,0,1.0
772,0,1.0
773,2,1.0
774,4,1.0
775,4,1.0
776,0,1.0
777,1,1.0
778,5,1.0
779,0,1.0
780,4,0.9977195982741867
781,0,1.0
782,1,1.0
783,2,1.0
784,0,1.0
785,0,1.0
786,0,1.0
787,0,1.0
788,0,1.0
789,0,1.0
790,0,1.0
791,4,0.45199926270464164
792,0,1.0
793,0,1.0
794,0,1.0
795,0,1.0
796,0,1.0
797,6,1.0
798,0,1.0
799,7,1.0
800,0,1.0
801,0,1.0
802,0,1.0
803,0,1.0
804,1,1.0
805,0,1.0
806,0,1.0
807,8,1.0
808,0,1.0
809,4,1.0
810,6,1.0
811,0,1.0
812,7,1.0
813,2,1.0
814,0,1.0
815,0,1.0
816,0,1.0
817,0,1.0
818,2,1.0
819,5,1.0
820,8,1.0
821,2,1.0
822,4,1.0
823,0,1.0
824,0,1.0
825,0,1.0
826,2,1.0
827,0,1.0
828,0,1.0
829,0,1.0
830,2,1.0
831,0,1.0
832,0,1.0
833,0,1.0
834,3,0.9598610880265696
835,0,1.0
836,0,1.0
837,0,1.0
838,3,1.0
839,0,1.0
840,1,1.0
841,0,1.0
842,0,1.0
843,0,1.0
844,1,1.0
845,0,1.0
846,6,1.0
847,1,1.0
848,0,1.0
849,0,1.0
850,1,1.0
851,2,1.0
852,2,1.0
853,0,1.0
854,0,1.0
855,0,1.0
856,2,1.0
857,0,1.0
858,0,1.0
859,0,1.0
860,2,1.0
861,0,1.0
862,5,1.0
863,2,1.0
864,7,1.0
865,0,1.0
866,0,1.0
867,3,0.9112952637293991
868,0,1.0
869,0,1.0
870,0,1.0
871,2,1.0
872,4,0.7799501661208367
873,0,1.0
874,0,1.0
875,0,1.0
876,0,1.0
877,0,1.0
878,0,1.0
879,0,1.0
880,0,1.0
881,6,0.9539781595755656
882,0,1.0
883,7,1.0
884,0,1.0
885,3,1.0
886,0,1.0
887,1,1.0
888,0,1.0
889,8,1.0
890,0,1.0
891,1,1.0
892,3,0.9598610880265696
893,0,1.0
894,0,1.0
895,0,1.0
896,0,1.0
897,0,1.0
898,0,1.0
899,0,1.0
900,0,1.0
901,0,1.0
902,0,1.0
903,2,1.0
904,2,1.0
905,3,1.0
906,3,0.9598610880265696
907,5,1.0
908,3,1.0
909,0,1.0
910,2,1.0
911,8,1.0
912,1,1.0
913,0,1.0
914,0,1.0
915,4,0.8197297187844308
916,5,1.0
917,0,1.0
918,6,1.0
919,7,1.0
920,0,1.0
921,0,1.0
922,1,1.0
923,0,1.0
924,0,1.0
925,0,1.0
926,1,0.9499758686160136
927,0,1.0
928,2,1.0
929,0,1.0
930,3,0.9598610880265696
931,0,1.0
932,5,1.0
933,2,1.0
934,0,1.0
935,0,1.0
936,6,0.9539781595755656
937,1,1.0
938,4,0.6300217718253069
939,8,1.0
940,4,1.0
941,0,1.0
942,0,1.0
943,0,1.0
944,8,1.0
945,0,1.0
946,0,1.0
947,0,1.0
948,7,1.0
949,2,1.0
950,0,1.0
951,6,0.9539781595755656
952,7,1.0
953,0,1.0
954,1,1.0
955,0,1.0
956,0,1.0
957,0,1.0
958,0,1.0
959,0,1.0
960,0,1.0
961,0,1.0
962,0,1.0
963,0,1.0
964,0,1.0
965,0,1.0
966,4,0.6537803383623527
967,2,1.0
968,2,1.0
969,2,1.0
970,3,0.7387450208129421
971,2,1.0
972,3,1.0
973,2,0.9398272263947258
974,0,1.0
975,0,1.0
976,8,1.0
977,3,0.9598610880265696
978,0,1.0
979,1,1.0
980,1,1.0
981,0,1.0
982,0,1.0
983,3,1.0
984,0,1.0
985,4,1.0
986,2,1.0
987,0,1.0
988,1,1.0
989,0,1.0
990,0,1.0
991,8,1.0
992,5,1.0
993,0,1.0
994,0,1.0
995,6,1.0
996,0,1.0
997,1,1.0
998,0,1.0
999,0,1.0
1000,7,1.0
1001,0,1.0
1002,8,0.815803018967387
1003,6,1.0
1004,0,1.0
1005,3,1.0
1006,0,1.0
1007,0,1.0
1008,8,1.0
1009,2,1.0
1010,7,1.0
1011,2,1.0
1012,2,0.9592187714321896
1013,1,1.0
1014,1,1.0
1015,8,0.9201129282447001
1016,0,1.0
1017,2,1.0
1018,1,1.0
1019,0,1.0
1020,0,1.0
1021,0,1.0
1022,0,1.0
1023,5,0.5047702953321492
1024,3,0.6674076374748628
1025,0,1.0
1026,6,1.0
1027,7,1.0
1028,0,1.0
1029,4,1.0
1030,4,0.9977195982741867
1031,8,0.7602498817848995
1032,0,1.0
1033,2,1.0
1034,4,0.6300217718253069
1035,3,0.9598610880265696
1036,6,1.0
1037,0,1.0
1038,0,1.0
1039,7,1.0
1040,0,1.0
1041,0,1.0
1042,2,1.0
1043,0,1.0
1044,0,1.0
1045,6,1.0
1046,0,1.0
1047,7,1.0
1048,0,1.0
1049,0,1.0
1050,8,0.8300396496860192
1051,0,1.0
1052,2,1.0
1053,0,1.0
1054,0,1.0
1055,0,1.0
1056,0,1.0
1057,4,0.6315479970887062
1058,0,1.0
1059,1,1.0
1060,0,1.0
1061,3,1.0
1062,0,1.0
1063,3,0.9598610880265696
1064,3,1.0
1065,0,1.0
1066,0,1.0
1067,3,0.7428201345527077
1068,0,1.0
1069,2,1.0
1070,0,1.0
1071,4,1.0
1072,2,1.0
1073,3,1.0
1074,0,1.0
1075,0,1.0
1076,4,0.8197297187844308
1077,0,1.0
1078,0,1.0
1079,0,1.0
1080,1,1.0
1081,0,1.0
1082,0,1.0
1083,2,1.0
1084,0,1.0
1085,0,1.0
1086,1,1.0
1087,5,1.0
1088,0,1.0
1089,0,1.0
1090,0,1.0
1091,0,1.0
1092,1,1.0
1093,0,1.0
1094,4,0.5767165606141308
1095,8,0.9201129282447001
1096,0,1.0
1097,0,1.0
1098,0,1.0
1099,6,1.0
1100,1,0.8709787033087643
1101,4,1.0
1102,2,1.0
1103,0,1.0
1104,1,0.9686812164947217
1105,7,1.0
1106,3,1.0
1107,2,1.0
1108,1,1.0
1109,0,1.0
1110,0,1.0
1111,0,1.0
1112,0,1.0
1113,1,1.0
1114,0,1.0
1115,0,1.0
1116,2,1.0
1117,2,1.0
1118,1,1.0
1119,2,1.0
1120,2,0.8164923299758856
1121,0,1.0
1122,0,1.0
1123,0,1.0
1124,0,1.0
1125,0,1.0
1126,0,1.0
1127,5,1.0
1128,6,0.9539781595755656
1129,0,1.0
1130,1,1.0
1131,0,1.0
1132,0,1.0
1133,8,0.9201129282447001
1134,0,1.0
1135,0,1.0
1136,0,1.0
1137,8,0.9201129282447001
1138,5,0.5519110511622324
1139,0,1.0
1140,0,1.0
1141,0,1.0
1142,4,0.94740786614555
1143,7,1.0
1144,0,1.0
1145,0,1.0
1146,0,1.0
1147,0,1.0
1148,1,1.0
1149,0,1.0
1150,0,1.0
1151,0,1.0
1152,0,1.0
1153,8,1.0
1154,1,1.0
1155,0,1.0
1156,2,1.0
1157,2,1.0
1158,3,1.0
1159,0,1.0
1160,0,1.0
1161,0,1.0
1162,0,1.0
1163,0,1.0
1164,0,1.0
1165,0,1.0
1166,0,1.0
1167,0,1.0
1168,1,1.0
1169,0,1.0
1170,8,1.0
1171,8,1.0
1172,0,1.0
1173,0,1.0
1174,0,1.0
1175,0,1.0
1176,0,1.0
1177,8,1.0
1178,0,1.0
1179,0,1.0
1180,0,1.0
1181,0,1.0
1182,5,1.0
1183,0,1.0
1184,3,0.9598610880265696
1185,0,1.0
1186,0,1.0
1187,0,1.0
1188,1,1.0
1189,0,1.0
1190,0,1.0
1191,6,1.0
1192,0,1.0
1193,7,1.0
1194,0,1.0
1195,0,1.0
1196,1,1.0
1197,4,0.6300217718253069
1198,0,1.0
1199,1,1.0
