document_index,assigned_topic,assigned_topic_probability
337,1,1.0
338,0,1.0
339,0,1.0
340,0,1.0
341,0,1.0
342,1,1.0
343,3,1.0
344,0,1.0
345,0,1.0
346,1,0.8531501039366413
347,1,1.0
348,0,1.0
349,1,1.0
350,0,1.0
351,1,1.0
352,0,1.0
353,0,1.0
354,0,1.0
355,0,1.0
356,0,1.0
357,0,1.0
358,0,1.0
359,0,1.0
360,0,1.0
361,1,1.0
362,0,1.0
363,0,1.0
364,2,1.0
365,1,1.0
366,3,0.597145373368886
367,1,1.0
368,0,1.0
369,1,1.0
370,0,1.0
371,0,1.0
372,0,1.0
373,0,1.0
374,0,1.0
375,0,1.0
376,1,1.0
377,1,1.0
378,0,1.0
379,1,1.0
380,0,1.0
381,0,1.0
382,0,1.0
383,0,1.0
384,0,1.0
385,1,1.0
386,0,1.0
387,0,1.0
388,0,1.0
389,0,1.0
390,1,1.0
391,0,1.0
392,1,1.0
393,0,1.0
394,0,1.0
395,0,1.0
396,0,1.0
397,0,1.0
398,1,1.0
399,1,1.0
400,1,1.0
401,1,0.9865306326274125
402,0,1.0
403,0,1.0
404,0,1.0
405,0,1.0
406,0,1.0
407,0,1.0
408,0,1.0
409,1,0.8151093202847328
410,0,1.0
411,1,1.0
412,0,1.0
413,0,1.0
414,0,1.0
415,1,0.8827270724951063
416,1,1.0
417,0,1.0
418,1,1.0
419,0,1.0
420,0,1.0
421,0,1.0
422,0,1.0
423,0,1.0
424,1,1.0
425,0,1.0
426,0,1.0
427,0,1.0
428,0,1.0
429,0,1.0
430,1,1.0
431,0,1.0
432,0,1.0
433,1,1.0
434,1,1.0
435,0,1.0
436,0,1.0
437,0,1.0
438,0,1.0
439,0,1.0
440,0,1.0
441,0,1.0
442,1,1.0
443,0,1.0
444,0,1.0
445,1,1.0
446,0,1.0
447,2,0.7738219465426859
448,0,1.0
449,0,1.0
450,0,1.0
451,0,1.0
452,3,0.597145373368886
453,0,1.0
454,1,1.0
455,0,1.0
456,0,1.0
457,1,0.8569915981397038
458,1,0.9598912013832572
459,1,1.0
460,1,1.0
461,0,1.0
462,1,1.0
463,0,1.0
464,0,0.8208461601729632
465,0,1.0
466,1,1.0
467,0,1.0
468,0,1.0
469,0,1.0
470,0,1.0
471,1,1.0
472,1,1.0
473,0,1.0
474,0,1.0
475,0,1.0
476,1,0.9497298638773476
477,0,1.0
478,1,0.750229830387508
479,1,1.0
480,1,1.0
481,0,1.0
482,0,1.0
483,0,1.0
484,0,1.0
485,1,1.0
486,0,1.0
487,2,0.7738219465426859
488,0,1.0
489,0,1.0
490,0,1.0
491,1,1.0
492,0,1.0
493,1,1.0
494,1,1.0
495,1,1.0
496,0,1.0
497,0,1.0
498,0,1.0
499,0,1.0
500,0,1.0
501,3,1.0
502,1,1.0
503,1,1.0
504,0,1.0
505,2,1.0
506,0,1.0
507,0,1.0
508,1,1.0
509,0,1.0
510,1,0.9963121122155046
511,3,1.0
512,1,0.8793668482129262
513,1,1.0
514,1,0.8307337868962229
515,0,1.0
516,0,1.0
517,2,1.0
518,1,1.0
519,0,1.0
520,0,1.0
521,0,1.0
522,1,0.9497298638773476
523,0,1.0
524,3,1.0
525,1,0.8580526159088282
526,0,1.0
527,0,1.0
528,0,1.0
529,1,1.0
530,1,1.0
531,0,1.0
532,1,1.0
533,0,1.0
534,1,1.0
535,0,1.0
536,1,1.0
537,0,1.0
538,0,1.0
539,1,1.0
540,0,1.0
541,1,0.8498246024782397
542,0,1.0
543,2,1.0
544,0,1.0
545,1,1.0
546,3,0.9659378419221714
547,0,1.0
548,1,0.7428515483330813
549,0,1.0
550,1,1.0
551,1,1.0
552,0,1.0
553,0,1.0
554,0,1.0
555,1,1.0
556,1,1.0
557,1,1.0
558,0,1.0
559,1,1.0
560,0,1.0
561,0,1.0
562,0,1.0
563,0,1.0
564,0,1.0
565,1,1.0
566,0,1.0
567,0,1.0
568,2,1.0
569,0,1.0
570,0,1.0
571,3,0.597145373368886
572,0,1.0
573,0,1.0
574,1,1.0
575,0,1.0
576,0,1.0
577,1,1.0
578,0,1.0
579,2,1.0
580,0,1.0
581,1,1.0
582,1,1.0
583,0,1.0
584,0,1.0
585,1,1.0
586,0,1.0
587,1,0.9585013911665996
588,0,1.0
589,1,0.8447304890159949
590,1,1.0
591,3,1.0
592,1,1.0
593,0,1.0
594,2,1.0
595,1,1.0
596,1,1.0
597,0,1.0
598,1,1.0
599,0,1.0
600,0,1.0
601,0,1.0
602,0,1.0
603,1,1.0
604,0,1.0
605,1,1.0
606,0,1.0
607,3,0.597145373368886
608,0,1.0
609,0,1.0
610,0,1.0
611,1,0.8060688571816187
612,2,1.0
613,0,1.0
614,0,1.0
615,0,1.0
616,1,1.0
617,1,1.0
618,0,1.0
619,0,1.0
620,0,1.0
621,1,1.0
622,0,1.0
623,0,1.0
624,1,0.8890160571464719
625,0,1.0
626,0,1.0
627,1,1.0
628,1,1.0
629,0,1.0
630,1,1.0
631,0,1.0
632,0,1.0
633,0,1.0
634,0,1.0
635,1,1.0
636,0,1.0
637,1,1.0
638,0,1.0
639,0,1.0
640,0,1.0
641,1,1.0
642,1,1.0
643,1,1.0
644,1,1.0
645,0,1.0
646,3,0.597145373368886
647,0,1.0
648,0,1.0
649,1,1.0
650,0,1.0
651,0,1.0
652,1,1.0
653,1,1.0
654,0,1.0
655,0,1.0
656,0,1.0
657,0,1.0
658,1,1.0
659,1,1.0
660,1,1.0
661,1,1.0
662,1,0.9408945956507018
663,0,1.0
664,0,1.0
665,1,1.0
666,0,1.0
667,1,1.0
668,0,1.0
669,0,1.0
670,0,1.0
671,1,1.0
672,0,0.8170443465132603
673,1,0.8618898294190952
674,0,1.0
675,1,1.0
676,0,1.0
677,0,1.0
678,0,1.0
679,1,0.7193251804884321
680,0,1.0
681,0,1.0
682,1,1.0
683,1,1.0
684,0,1.0
685,1,1.0
686,0,1.0
687,1,1.0
688,1,1.0
689,0,1.0
690,0,1.0
691,0,1.0
692,0,1.0
693,1,1.0
694,0,1.0
695,0,1.0
696,0,1.0
697,2,1.0
698,1,1.0
699,1,1.0
700,0,0.9835955205923579
701,3,1.0
702,0,1.0
703,1,1.0
704,0,1.0
705,0,1.0
706,1,1.0
707,0,1.0
708,1,1.0
709,0,1.0
710,1,1.0
711,1,1.0
712,1,1.0
713,0,1.0
714,0,1.0
715,0,1.0
716,0,1.0
717,1,0.8801661978913543
718,0,1.0
719,0,1.0
720,0,1.0
721,2,1.0
722,0,1.0
723,0,1.0
724,0,1.0
725,0,1.0
726,0,1.0
727,0,1.0
728,0,1.0
729,3,1.0
730,0,1.0
731,0,1.0
732,1,1.0
733,0,1.0
734,0,1.0
735,1,1.0
736,0,1.0
737,0,1.0
738,0,1.0
739,1,1.0
740,2,1.0
741,1,1.0
742,1,1.0
743,0,1.0
744,0,1.0
745,0,1.0
746,1,1.0
747,0,1.0
748,1,1.0
749,0,1.0
750,0,1.0
751,1,1.0
752,0,1.0
753,1,1.0
754,0,1.0
755,1,1.0
756,0,1.0
757,3,1.0
758,0,1.0
759,0,1.0
760,1,1.0
761,0,1.0
762,1,1.0
763,1,1.0
764,1,1.0
765,0,1.0
766,1,1.0
767,0,1.0
768,0,1.0
769,0,1.0
770,1,0.7643629323536348
771,0,1.0
772,0,1.0
773,1,1.0
774,1,0.9478578554224496
775,1,1.0
776,0,1.0
777,1,1.0
778,1,1.0
779,0,1.0
780,1,1.0
781,0,1.0
782,1,1.0
783,1,1.0
784,0,1.0
785,0,1.0
786,0,1.0
787,0,1.0
788,0,1.0
789,0,1.0
790,0,1.0
791,1,1.0
792,0,1.0
793,0,1.0
794,0,1.0
795,0,1.0
796,0,1.0
797,2,1.0
798,0,1.0
799,3,0.597145373368886
800,0,1.0
801,0,1.0
802,0,1.0
803,0,1.0
804,1,1.0
805,0,1.0
806,0,1.0
807,1,1.0
808,0,1.0
809,1,0.8320411592003805
810,2,1.0
811,0,1.0
812,3,1.0
813,1,1.0
814,0,1.0
815,0,1.0
816,0,1.0
817,0,1.0
818,1,1.0
819,1,1.0
820,1,1.0
821,1,1.0
822,1,1.0
823,0,1.0
824,0,1.0
825,0,1.0
826,1,0.9804570887601819
827,0,1.0
828,0,1.0
829,0,1.0
830,1,1.0
831,0,1.0
832,0,1.0
833,0,1.0
834,1,1.0
835,0,1.0
836,0,1.0
837,0,1.0
838,1,1.0
839,0,1.0
840,1,1.0
841,0,1.0
842,0,1.0
843,0,1.0
844,1,1.0
845,0,1.0
846,2,0.7738219465426859
847,1,1.0
848,0,1.0
849,0,1.0
850,1,1.0
851,1,0.9424926533427328
852,1,1.0
853,0,1.0
854,0,1.0
855,0,1.0
856,1,1.0
857,0,1.0
858,0,1.0
859,0,1.0
860,1,1.0
861,0,1.0
862,1,1.0
863,1,1.0
864,3,1.0
865,0,1.0
866,0,1.0
867,1,1.0
868,0,1.0
869,0,1.0
870,0,1.0
871,1,0.9560385576215299
872,1,1.0
873,0,1.0
874,0,0.9151417177868089
875,0,1.0
876,0,1.0
877,0,1.0
878,0,1.0
879,0,1.0
880,0,1.0
881,2,1.0
882,0,1.0
883,3,0.9306957464745069
884,0,1.0
885,1,1.0
886,0,1.0
887,1,0.8905964557264119
888,0,1.0
889,1,1.0
890,0,1.0
891,1,1.0
892,1,1.0
893,0,1.0
894,0,1.0
895,0,1.0
896,0,1.0
897,0,1.0
898,0,1.0
899,0,1.0
900,0,1.0
901,0,1.0
902,0,1.0
903,1,1.0
904,1,1.0
905,1,1.0
906,1,1.0
907,1,1.0
908,1,0.6940377939520648
909,0,1.0
910,1,0.8618898294190952
911,1,1.0
912,1,1.0
913,0,1.0
914,0,1.0
915,1,1.0
916,1,1.0
917,0,1.0
918,2,1.0
919,3,0.9683968603693286
920,0,1.0
921,0,1.0
922,1,1.0
923,0,1.0
924,0,1.0
925,0,0.8341635450720197
926,1,1.0
927,0,1.0
928,1,0.8221997773201016
929,0,1.0
930,1,1.0
931,0,1.0
932,1,1.0
933,1,1.0
934,0,1.0
935,0,1.0
936,2,1.0
937,1,1.0
938,1,0.8569915981397038
939,1,1.0
940,1,1.0
941,0,1.0
942,0,1.0
943,0,1.0
944,1,1.0
945,0,1.0
946,0,1.0
947,0,1.0
948,3,1.0
949,1,1.0
950,0,1.0
951,2,1.0
952,3,1.0
953,0,1.0
954,1,1.0
955,0,1.0
956,0,1.0
957,0,1.0
958,0,1.0
959,0,1.0
960,0,1.0
961,0,1.0
962,0,1.0
963,0,1.0
964,0,1.0
965,0,1.0
966,1,0.8753020677897616
967,1,1.0
968,1,0.7321280385643242
969,1,1.0
970,1,1.0
971,1,1.0
972,1,1.0
973,1,1.0
974,0,1.0
975,0,1.0
976,1,1.0
977,1,1.0
978,0,1.0
979,1,1.0
980,1,1.0
981,0,1.0
982,0,1.0
983,1,1.0
984,0,1.0
985,1,1.0
986,1,1.0
987,0,1.0
988,1,1.0
989,0,1.0
990,0,1.0
991,1,1.0
992,1,1.0
993,0,1.0
994,0,1.0
995,2,1.0
996,0,1.0
997,1,1.0
998,0,1.0
999,0,1.0
1000,3,1.0
1001,0,1.0
1002,1,1.0
1003,2,0.7738219465426859
1004,0,1.0
1005,1,1.0
1006,0,1.0
1007,0,1.0
1008,1,1.0
1009,1,1.0
1010,3,0.597145373368886
1011,1,1.0
1012,1,1.0
1013,1,1.0
1014,1,1.0
1015,1,1.0
1016,0,1.0
1017,1,0.8494753507697825
1018,1,1.0
1019,0,1.0
1020,0,1.0
1021,0,1.0
1022,0,1.0
1023,1,1.0
1024,1,1.0
1025,0,1.0
1026,2,1.0
1027,3,0.597145373368886
1028,0,1.0
1029,1,1.0
1030,1,1.0
1031,1,1.0
1032,0,1.0
1033,1,1.0
1034,1,1.0
1035,1,0.7437254897279172
1036,2,0.7738219465426859
1037,0,1.0
1038,0,1.0
1039,3,0.597145373368886
1040,0,1.0
1041,0,1.0
1042,1,1.0
1043,0,1.0
1044,0,1.0
1045,2,1.0
1046,0,1.0
1047,3,0.597145373368886
1048,0,1.0
1049,0,1.0
1050,1,1.0
1051,0,1.0
1052,1,1.0
1053,0,1.0
1054,0,1.0
1055,0,1.0
1056,0,1.0
1057,1,1.0
1058,0,1.0
1059,1,1.0
1060,0,1.0
1061,1,1.0
1062,0,1.0
1063,1,0.8976920055849247
1064,1,1.0
1065,0,0.8895851314653135
1066,0,1.0
1067,1,1.0
1068,0,1.0
1069,1,1.0
1070,0,1.0
1071,1,1.0
1072,1,1.0
1073,1,1.0
1074,0,1.0
1075,0,1.0
1076,1,1.0
1077,0,1.0
1078,0,1.0
1079,0,1.0
1080,1,1.0
1081,0,1.0
1082,0,1.0
1083,1,0.9314201589971686
1084,0,1.0
1085,0,1.0
1086,1,1.0
1087,1,1.0
1088,0,1.0
1089,0,1.0
1090,0,1.0
1091,0,1.0
1092,1,1.0
1093,0,1.0
1094,1,1.0
1095,1,1.0
1096,0,1.0
1097,0,1.0
1098,0,1.0
1099,2,0.7738219465426859
1100,1,1.0
1101,1,1.0
1102,1,1.0
1103,0,1.0
1104,1,1.0
1105,3,1.0
1106,1,1.0
1107,1,1.0
1108,1,1.0
1109,0,1.0
1110,0,1.0
1111,0,1.0
1112,0,1.0
1113,1,1.0
1114,0,1.0
1115,0,1.0
1116,1,1.0
1117,1,1.0
1118,1,1.0
1119,1,1.0
1120,1,1.0
1121,0,1.0
1122,0,1.0
1123,0,1.0
1124,0,1.0
1125,0,1.0
1126,0,1.0
1127,1,1.0
1128,2,1.0
1129,0,1.0
1130,1,1.0
1131,0,1.0
1132,0,1.0
1133,1,0.9718872915359783
1134,0,1.0
1135,0,1.0
1136,0,1.0
1137,1,1.0
1138,1,0.7020722707968745
1139,0,1.0
1140,0,1.0
1141,0,1.0
1142,1,1.0
1143,3,1.0
1144,0,1.0
1145,0,1.0
1146,0,1.0
1147,0,1.0
1148,1,1.0
1149,0,1.0
1150,0,1.0
1151,0,1.0
1152,0,1.0
1153,1,1.0
1154,1,1.0
1155,0,0.8849018340739665
1156,1,1.0
1157,1,0.9943276658672209
1158,1,1.0
1159,0,1.0
1160,0,1.0
1161,0,1.0
1162,0,1.0
1163,0,1.0
1164,0,1.0
1165,0,1.0
1166,0,1.0
1167,0,1.0
1168,1,0.911595486327998
1169,0,1.0
1170,1,1.0
1171,1,1.0
1172,0,1.0
1173,0,1.0
1174,0,1.0
1175,0,1.0
1176,0,1.0
1177,1,1.0
1178,0,1.0
1179,0,1.0
1180,0,1.0
1181,0,0.979577871006389
1182,1,1.0
1183,0,1.0
1184,1,1.0
1185,0,1.0
1186,0,1.0
1187,0,1.0
1188,1,1.0
1189,0,1.0
1190,0,1.0
1191,2,1.0
1192,0,1.0
1193,3,1.0
1194,0,1.0
1195,0,1.0
1196,1,1.0
1197,1,1.0
1198,0,1.0
1199,1,1.0
