document_index,assigned_topic,assigned_topic_probability
201,11,0.833
202,5,0.799
203,11,0.802
204,21,0.341
205,30,0.603
206,6,0.014
207,24,0.002
208,16,0.259
209,9,0.525
210,2,0.6
211,14,0.133
212,17,0.868
213,1,0.96
214,32,0.119
215,28,0.824
216,12,0.614
217,0,0.502
218,28,0.489
219,11,0.75
220,16,0.209
221,7,0.609
222,8,0.261
223,30,0.085
224,11,0.553
225,9,0.269
226,11,0.743
227,5,0.65
228,30,0.224
229,19,0.862
230,7,0.347
231,11,0.709
232,40,0.267
233,23,0.197
234,27,0.86
235,34,0.919
236,15,0.352
237,13,0.315
238,40,0.703
239,22,0.227
240,11,0.864
241,35,0.009
242,31,0.142
243,11,0.121
244,10,0.318
245,26,0.866
246,21,0.64
247,8,0.107
248,1,0.079
249,33,0.288
250,34,0.62
251,37,0.594
252,14,0.114
253,28,0.761
254,11,0.632
255,10,0.983
256,37,0.553
257,13,0.327
258,0,0.119
259,5,0.919
260,39,0.038
261,1,0.349
262,21,0.531
263,19,0.57
264,11,0.582
265,33,0.717
266,18,0.128
267,11,0.719
268,33,0.89
269,33,0.03
270,35,0.036
271,28,0.991
272,11,0.312
273,22,0.455
274,29,0.31
275,11,0.556
276,40,0.711
277,17,0.76
278,30,0.355
279,20,0.261
280,39,0.547
281,27,0.384
282,29,0.622
283,31,0.612
284,12,0.894
285,13,0.004
286,33,0.102
287,18,0.787
288,11,0.584
289,11,0.063
290,0,0.943
291,18,0.65
292,6,0.486
293,11,0.78
294,9,0.596
295,11,0.373
296,30,0.297
297,9,0.453
298,32,0.475
299,11,0.712
300,33,0.473
301,21,0.018
302,1,0.685
303,3,0.07
304,2,0.846
305,16,0.708
306,11,0.598
307,0,0.454
308,27,0.172
309,11,0.655
310,34,0.109
311,11,0.605
312,35,0.183
313,16,0.597
314,7,0.151
315,4,0.094
316,31,0.471
317,9,0.71
318,25,0.238
319,22,0.498
320,37,0.799
321,29,0.549
322,31,0.597
323,19,0.22
324,21,0.124
325,5,0.149
326,31,0.973
327,30,0.087
328,11,0.152
329,4,0.206
330,32,0.788
331,31,0.398
332,31,0.791
333,0,0.419
334,34,0.795
335,14,0.895
336,9,0.447
337,21,0.986
338,34,0.933
339,33,0.015
340,6,0.564
341,40,0.657
342,31,0.843
343,38,0.673
344,38,0.688
345,21,0.29
346,0,0.821
347,2,0.063
348,25,0.657
349,2,0.202
350,26,0.766
351,3,0.79
352,11,0.175
353,10,0.794
354,3,0.837
355,13,0.053
356,37,0.43
357,11,0.193
358,40,0.126
359,9,0.804
360,27,0.293
361,6,0.644
362,17,0.004
363,14,0.079
364,25,0.61
365,27,0.37
366,1,0.88
367,28,0.082
368,30,0.624
369,15,0.703
370,1,0.611
371,16,0.681
372,12,0.249
373,11,0.767
374,4,0.555
375,11,0.788
376,29,0.122
377,38,0.127
378,23,0.396
379,-1,0.39
380,28,0.128
381,0,0.081
382,1,0.081
383,27,0.052
384,14,0.033
385,0,0.808
386,16,0.935
387,14,0.426
388,24,0.187
389,38,0.328
390,3,0.819
391,11,0.929
392,26,0.239
393,40,0.031
394,15,0.309
395,5,0.385
396,37,0.003
397,1,0.681
398,11,0.125
399,26,0.082
400,3,0.719
401,11,0.771
402,3,0.184
403,34,0.768
404,9,0.297
405,11,0.308
406,9,0.122
407,28,0.227
408,32,0.039
409,0,0.672
410,29,0.851
411,26,0.048
412,2,0.255
413,10,0.346
414,34,0.393
415,11,0.824
416,3,0.043
417,25,0.614
418,31,0.532
419,17,0.838
420,11,0.306
421,4,0.102
422,14,0.131
423,19,0.631
424,30,0.546
425,27,0.592
426,9,0.137
427,27,0.042
428,3,0.566
429,6,0.081
430,32,0.93
431,36,0.803
432,28,0.18
433,18,0.598
434,36,0.132
435,13,0.936
436,25,0.589
437,27,0.318
438,2,0.68
439,39,0.003
440,25,0.288
441,9,0.234
442,33,0.346
443,15,0.085
444,2,0.968
445,27,0.468
446,4,0.856
447,24,0.06
448,27,0.845
449,11,0.653
450,32,0.679
451,18,0.806
452,13,0.526
453,3,0.634
454,29,0.9
455,11,0.125
456,6,0.056
457,10,0.983
458,17,0.881
459,11,0.514
460,30,0.781
461,29,0.882
462,7,0.467
463,26,0.098
464,13,0.481
465,18,0.351
466,25,0.023
467,5,0.959
468,13,0.716
469,15,0.786
470,35,0.597
471,39,0.269
472,39,0.585
473,21,0.68
474,25,0.597
475,29,0.127
476,31,0.814
477,27,0.298
478,37,0.397
479,15,0.551
480,28,0.978
481,24,0.313
482,31,0.042
483,38,0.972
484,2,0.957
485,34,0.198
486,33,0.829
487,35,0.92
488,10,0.013
489,23,0.755
490,1,0.18
491,1,0.827
492,23,0.021
493,39,0.691
494,8,0.817
495,32,0.036
496,11,0.757
497,1,0.119
498,24,0.079
499,10,0.921
500,3,0.923
501,37,0.741
502,36,0.89
503,-1,0.017
504,39,0.512
505,-1,0.872
506,30,0.893
507,31,0.367
508,11,0.325
509,4,0.7
510,22,0.06
511,36,0.781
512,0,0.25
513,34,0.522
514,25,0.193
515,40,0.734
516,10,0.956
517,26,0.541
518,18,0.951
519,25,0.402
520,6,0.286
521,19,0.839
522,40,0.038
523,34,0.281
524,7,0.69
525,1,0.189
526,16,0.89
527,8,0.482
528,9,0.246
529,11,0.371
530,21,0.284
531,2,0.701
532,37,0.11
533,0,0.854
534,5,0.149
535,22,0.282
536,4,0.627
537,11,0.354
538,2,0.51
539,35,0.569
540,23,0.259
541,11,0.535
542,24,0.939
543,21,0.002
544,33,0.596
545,29,0.32
546,34,0.862
547,11,0.097
548,3,0.061
549,31,0.405
550,11,0.674
551,7,0.006
552,33,0.811
553,24,0.337
554,26,0.92
555,28,0.906
556,11,0.764
557,36,0.737
558,30,0.601
559,17,0.794
560,25,0.178
561,39,0.817
562,13,0.565
563,36,0.782
564,-1,0.494
565,32,0.631
566,23,0.342
567,28,0.424
568,23,0.365
569,19,0.741
570,5,0.201
571,9,0.931
572,37,0.829
573,16,0.862
574,5,0.914
575,4,0.436
576,11,0.892
577,29,0.444
578,14,0.102
579,17,0.05
580,27,0.064
581,24,0.188
582,11,0.36
583,15,0.979
584,28,0.241
585,28,0.913
586,16,0.81
587,8,0.861
588,6,0.785
589,2,0.973
590,3,0.12
591,11,0.479
592,16,0.343
593,12,0.284
594,17,0.447
595,20,0.481
596,4,0.986
597,36,0.265
598,19,0.912
599,22,0.167
600,20,0.665
601,38,0.305
602,40,0.96
603,4,0.635
604,28,0.064
605,5,0.924
606,-1,0.294
607,22,0.927
608,19,0.013
609,19,0.219
610,-1,0.278
611,26,0.688
612,20,0.798
613,1,0.63
614,13,0.062
615,4,0.434
616,36,0.494
617,30,0.359
618,19,0.42
619,2,0.483
620,34,0.554
621,11,0.631
622,23,0.21
623,29,0.902
624,15,0.828
625,39,0.787
626,8,0.806
627,13,0.525
628,6,0.953
629,13,0.366
630,32,0.42
631,18,0.816
632,36,0.869
633,11,0.449
634,12,0.848
635,32,0.633
636,19,0.388
637,16,0.905
638,11,0.503
639,1,0.849
640,18,0.812
641,27,0.097
642,35,0.871
643,16,0.162
644,4,0.814
645,18,0.756
646,11,0.737
647,37,0.921
648,28,0.601
649,37,0.339
650,12,0.593
651,17,0.696
652,2,0.365
653,4,0.254
654,14,0.49
655,15,0.898
656,27,0.63
657,8,0.897
658,11,0.475
659,31,0.947
660,36,0.792
661,11,0.355
662,22,0.448
663,20,0.998
664,31,0.954
665,34,0.41
666,22,0.834
667,39,0.91
668,19,0.252
669,10,0.518
670,6,0.757
671,11,0.077
672,11,0.806
673,7,0.211
674,17,0.479
675,9,0.375
676,40,0.74
677,11,0.233
678,24,0.466
679,30,0.266
680,11,0.055
681,27,0.844
682,9,0.225
683,22,0.232
684,11,0.047
685,10,0.503
686,11,0.269
687,-1,0.566
688,12,0.724
689,1,0.046
690,21,0.2
691,30,0.391
692,1,0.88
693,4,0.11
694,35,0.744
695,10,0.954
696,-1,0.078
697,3,0.333
698,37,0.77
699,37,0.935
700,5,0.247
701,10,0.642
702,6,0.732
703,19,0.404
704,33,0.67
705,30,0.549
706,15,0.937
707,28,0.539
708,9,0.517
709,37,0.669
710,24,0.152
711,11,0.531
712,9,0.051
713,38,0.627
714,11,0.535
715,27,0.839
716,0,0.798
717,8,0.433
718,21,0.659
719,20,0.303
720,4,0.388
721,11,0.078
722,34,0.101
723,9,0.819
724,30,0.972
725,6,0.489
726,10,0.128
727,11,0.088
728,21,0.045
729,20,0.879
730,23,0.442
731,30,0.88
732,11,0.363
733,7,0.588
734,16,0.674
735,2,0.05
736,26,0.682
737,15,0.8
738,6,0.022
739,35,0.059
740,18,0.522
741,1,0.971
742,11,0.973
743,11,0.11
744,38,0.761
745,3,0.793
746,15,0.877
747,15,0.044
748,24,0.972
749,24,0.822
750,19,0.608
751,32,0.067
752,0,0.24
753,15,0.347
754,1,0.857
755,11,0.761
756,10,0.941
757,36,0.423
758,27,0.917
759,9,0.896
760,25,0.018
761,33,0.239
762,6,0.8
763,22,0.665
764,19,0.223
765,11,0.781
766,14,0.317
767,27,0.602
768,22,0.935
769,12,0.24
770,11,0.055
771,35,0.66
772,36,0.728
773,9,0.313
774,18,0.468
775,4,0.501
776,16,0.816
777,35,0.693
778,28,0.273
779,11,0.273
780,31,0.325
781,22,0.146
782,17,0.134
783,-1,0.817
784,3,0.832
785,21,0.26
786,2,0.85
787,-1,0.571
788,12,0.712
789,22,0.88
790,29,0.308
791,39,0.662
792,26,0.309
793,39,0.903
794,11,0.3
795,26,0.625
796,11,0.191
797,4,0.37
798,25,0.351
799,12,0.75
800,11,0.287
801,38,0.327
802,31,0.009
803,13,0.316
804,11,0.272
805,37,0.545
806,9,0.402
807,22,0.98
808,29,0.546
809,26,0.073
810,19,0.809
811,17,0.053
812,11,0.837
813,19,0.405
814,13,0.062
815,35,0.977
816,32,0.495
817,25,0.855
818,11,0.421
819,20,0.462
820,7,0.362
821,5,0.369
822,8,0.793
823,5,0.031
824,32,0.49
825,20,0.266
826,29,0.557
827,40,0.215
828,10,0.349
829,11,0.533
830,5,0.742
831,-1,0.946
832,0,0.243
833,23,0.483
834,27,0.349
835,11,0.606
836,21,0.366
837,7,0.097
838,28,0.614
839,28,0.036
840,28,0.043
841,20,0.884
842,34,0.87
843,2,0.563
844,16,0.018
845,1,0.343
846,33,0.346
847,2,0.721
848,11,0.812
849,6,0.354
850,28,0.422
851,15,0.225
852,22,0.728
853,39,0.349
854,37,0.705
855,16,0.707
856,11,0.156
857,11,0.885
858,27,0.825
859,40,0.583
860,24,0.086
861,22,0.167
862,11,0.092
863,6,0.464
864,2,0.266
865,2,0.831
866,24,0.436
867,36,0.452
868,8,0.922
869,29,0.578
870,36,0.387
871,37,0.983
872,32,0.462
873,14,0.58
874,26,0.382
875,22,0.669
876,19,0.776
877,28,0.629
878,27,0.248
879,32,0.942
880,22,0.512
881,26,0.826
882,11,0.009
883,18,0.518
884,33,0.936
885,11,0.688
886,20,0.114
887,22,0.71
888,9,0.015
889,15,0.369
890,26,0.237
891,3,0.252
892,-1,0.041
893,24,0.617
894,29,0.742
895,40,0.292
896,11,0.587
897,4,0.497
898,25,0.993
899,11,0.812
900,5,0.946
901,25,0.824
902,29,0.658
903,1,0.071
904,29,0.858
905,23,0.761
906,30,0.282
907,25,0.269
908,11,0.524
909,13,0.283
910,25,0.971
911,7,0.194
912,22,0.153
913,30,0.044
914,8,0.553
915,2,0.74
916,-1,0.586
917,22,0.208
918,16,0.923
919,26,0.379
920,33,0.141
921,40,0.191
922,11,0.438
923,3,0.544
924,30,0.601
925,-1,0.073
926,25,0.867
927,10,0.336
928,13,0.259
929,4,0.688
930,-1,0.614
931,7,0.993
932,17,0.41
933,11,0.183
934,15,0.973
935,3,0.482
936,4,0.662
937,30,0.042
938,33,0.336
939,30,0.987
940,39,0.964
941,29,0.984
942,4,0.824
943,11,0.501
944,8,0.572
945,31,0.075
946,25,0.793
947,34,0.749
948,38,0.708
949,27,0.383
950,38,0.266
951,21,0.81
952,38,0.975
953,2,0.423
954,17,0.056
955,31,0.901
956,40,0.689
957,35,0.671
958,14,0.944
959,25,0.67
960,2,0.618
961,3,0.71
962,28,0.484
963,12,0.287
964,22,0.252
965,7,0.726
966,32,0.243
967,2,0.931
968,25,0.403
969,27,0.634
970,33,0.043
971,9,0.449
972,13,0.4
973,11,0.755
974,11,0.055
975,29,0.402
976,30,0.858
977,30,0.668
978,19,0.777
979,25,0.763
980,11,0.662
981,7,0.391
982,14,0.399
983,7,0.051
984,32,0.195
985,9,0.558
986,37,0.895
987,16,0.612
988,30,0.387
989,2,0.832
990,11,0.449
991,18,0.26
992,33,0.08
993,6,0.829
994,7,0.616
995,35,0.581
996,23,0.721
997,11,0.605
998,23,0.351
999,14,0.618
1000,38,0.14
1001,11,0.296
1002,-1,0.537
1003,11,0.069
1004,39,0.822
1005,19,0.045
1006,29,0.372
1007,-1,0.454
1008,-1,0.681
1009,7,0.155
1010,20,0.821
1011,24,0.426
1012,1,0.251
1013,37,0.098
1014,24,0.925
1015,11,0.403
1016,17,0.381
1017,20,0.18
1018,31,0.506
1019,2,0.32
1020,23,0.166
1021,20,0.753
1022,32,0.898
1023,14,0.352
1024,14,0.286
1025,32,0.373
1026,34,0.925
1027,33,0.584
1028,35,0.166
1029,3,0.632
1030,26,0.401
1031,27,0.017
1032,10,0.97
1033,18,0.115
1034,40,0.413
1035,4,0.658
1036,33,0.586
1037,12,0.004
1038,34,0.608
1039,21,0.727
1040,-1,0.849
1041,3,0.184
1042,33,0.037
1043,32,0.944
1044,8,0.68
1045,25,0.455
1046,11,0.725
1047,1,0.157
1048,28,0.958
1049,5,0.654
1050,16,0.877
1051,-1,0.557
1052,9,0.801
1053,38,0.328
1054,20,0.133
1055,29,0.354
1056,11,0.897
1057,11,0.698
1058,24,0.456
1059,9,0.235
1060,3,0.598
1061,19,0.593
1062,16,0.531
1063,3,0.738
1064,23,0.243
1065,17,0.511
1066,40,0.308
1067,2,0.206
1068,19,0.333
1069,11,0.803
1070,16,0.114
1071,7,0.275
1072,40,0.533
1073,12,0.401
1074,37,0.828
1075,34,0.779
1076,27,0.678
1077,31,0.282
1078,21,0.021
1079,27,0.314
1080,10,0.601
1081,1,0.101
1082,25,0.824
1083,32,0.987
1084,34,0.738
1085,31,0.415
1086,40,0.797
1087,23,0.273
1088,6,0.954
1089,7,0.367
1090,10,0.69
1091,39,0.019
1092,36,0.631
1093,29,0.296
1094,35,0.102
1095,11,0.434
1096,29,0.106
1097,6,0.185
1098,3,0.895
1099,25,0.063
1100,28,0.625
1101,23,0.06
1102,18,0.718
1103,24,0.978
1104,14,0.43
1105,11,0.968
1106,9,0.641
1107,14,0.595
1108,12,0.171
1109,5,0.952
1110,21,0.862
1111,16,0.132
1112,5,0.029
1113,11,0.359
1114,20,0.159
1115,4,0.336
1116,11,0.958
1117,2,0.862
1118,16,0.44
1119,9,0.276
1120,39,0.578
1121,18,0.937
1122,30,0.791
1123,9,0.868
1124,1,0.761
1125,13,0.504
1126,27,0.142
1127,31,0.819
1128,7,0.651
1129,11,0.773
1130,18,0.734
1131,13,0.246
1132,11,0.286
1133,40,0.856
1134,38,0.407
1135,13,0.178
1136,1,0.643
1137,14,0.298
1138,36,0.643
1139,36,0.59
1140,28,0.663
1141,27,0.993
1142,14,0.277
1143,17,0.976
1144,35,0.763
1145,8,0.855
1146,16,0.802
1147,35,0.023
1148,28,0.504
1149,3,0.106
1150,32,0.673
1151,1,0.06
1152,11,0.033
1153,37,0.907
1154,2,0.917
1155,6,0.624
1156,35,0.46
1157,27,0.828
1158,8,0.964
1159,11,0.054
1160,38,0.104
1161,24,0.905
1162,12,0.099
1163,5,0.714
1164,16,0.554
1165,12,0.522
1166,17,0.098
1167,1,0.729
1168,18,0.602
1169,9,0.929
1170,39,0.481
1171,11,0.912
1172,9,0.184
1173,11,0.204
1174,11,0.949
1175,29,0.099
1176,11,0.237
1177,28,0.141
1178,4,0.71
1179,7,0.78
1180,11,0.901
1181,28,0.147
1182,22,0.322
1183,18,0.317
1184,24,0.973
1185,7,0.583
1186,10,0.337
1187,28,0.299
1188,40,0.319
1189,-1,0.712
1190,14,0.549
1191,36,0.624
1192,33,0.471
1193,9,0.026
1194,0,0.687
1195,22,0.724
1196,28,0.18
1197,9,0.649
1198,11,0.878
1199,11,0.603
