document_index,assigned_topic,assigned_topic_probability
469,4,0.491
470,3,0.523
471,11,0.245
472,34,0.387
473,2,0.262
474,24,0.101
475,35,0.432
476,11,0.564
477,22,0.09
478,2,0.358
479,38,0.463
480,24,0.933
481,11,0.61
482,9,0.942
483,29,0.524
484,25,0.803
485,4,0.096
486,11,0.564
487,3,0.353
488,11,0.728
489,38,0.878
490,35,0.712
491,19,0.088
492,36,0.621
493,40,0.744
494,18,0.03
495,12,0.17
496,6,0.68
497,25,0.315
498,15,0.062
499,23,0.889
500,38,0.952
501,1,0.373
502,11,0.993
503,20,0.857
504,29,0.556
505,37,0.747
506,35,0.936
507,18,0.727
508,22,0.337
509,18,0.193
510,3,0.432
511,28,0.187
512,33,0.022
513,31,0.456
514,14,0.329
515,33,0.095
516,8,0.871
517,17,0.123
518,9,0.63
519,17,0.569
520,37,0.979
521,18,0.254
522,30,0.236
523,39,0.627
524,5,0.558
525,38,0.812
526,3,0.173
527,25,0.301
528,17,0.005
529,10,0.722
530,25,0.325
531,36,0.236
532,1,0.605
533,6,0.252
534,20,0.057
535,3,0.236
536,12,0.85
537,16,0.595
538,17,0.471
539,27,0.491
540,18,0.997
541,1,0.031
542,26,0.161
543,12,0.866
544,-1,0.535
545,31,0.995
546,16,0.684
547,26,0.723
548,26,0.58
549,2,0.017
550,33,0.908
551,7,0.523
552,30,0.009
553,11,0.21
554,4,0.35
555,3,0.286
556,34,0.028
557,-1,0.28
558,8,0.896
559,40,0.589
560,3,0.327
561,24,0.088
562,14,0.751
563,17,0.718
564,4,0.002
565,24,0.993
566,13,0.266
567,27,0.262
568,32,0.301
569,19,0.962
570,-1,0.841
571,26,0.637
572,19,0.494
573,28,0.327
574,32,0.335
575,6,0.326
576,3,0.863
577,16,0.681
578,36,0.407
579,11,0.994
580,11,0.177
581,32,0.077
582,32,0.368
583,31,0.982
584,38,0.024
585,33,0.081
586,5,0.341
587,17,0.987
588,31,0.343
589,23,0.678
590,5,0.864
591,28,0.671
592,6,0.09
593,12,0.149
594,39,0.259
595,40,0.796
596,-1,0.802
597,14,0.17
598,12,0.379
599,21,0.14
600,33,0.473
601,33,0.364
602,4,0.992
603,30,0.389
604,11,0.05
605,20,0.52
606,22,0.907
607,16,0.369
608,35,0.818
609,25,0.417
610,39,0.568
611,17,0.502
612,16,0.874
613,23,0.568
614,9,0.379
615,32,0.767
616,11,0.05
617,4,0.273
618,18,0.286
619,28,0.569
620,11,0.834
621,1,0.554
622,11,0.458
623,29,0.065
624,40,0.97
625,7,0.296
626,39,0.13
627,19,0.833
628,4,0.89
629,10,0.299
630,39,0.549
631,12,0.783
632,34,0.022
633,25,0.987
634,32,0.324
635,11,0.48
636,3,0.051
637,11,0.047
638,38,0.112
639,40,0.321
640,16,0.922
641,4,0.515
642,8,0.326
643,15,0.451
644,40,0.265
645,21,0.624
646,19,0.507
647,33,0.379
648,6,0.686
649,10,0.392
650,30,0.807
651,15,0.598
652,23,0.202
653,33,0.163
654,30,0.256
655,21,0.918
656,1,0.823
657,34,0.972
658,2,0.744
659,1,0.914
660,8,0.355
661,11,0.62
662,32,0.392
663,22,0.865
664,37,0.997
665,4,0.746
666,40,0.782
667,19,0.881
668,24,0.095
669,-1,0.482
670,29,0.732
671,20,0.605
672,11,0.54
673,37,0.386
674,8,0.22
675,38,0.922
676,19,0.734
677,12,0.614
678,28,0.085
679,-1,0.112
680,27,0.432
681,11,0.126
682,7,0.149
683,22,0.081
684,31,0.294
685,23,0.011
686,37,0.732
687,33,0.599
688,10,0.508
689,15,0.987
690,27,0.482
691,16,0.87
692,15,0.189
693,34,0.265
694,11,0.329
695,19,0.99
696,14,0.908
697,29,0.449
698,40,0.844
699,37,0.233
700,13,0.593
701,15,0.162
702,4,0.575
703,36,0.222
704,11,0.586
705,12,0.429
706,14,0.559
707,38,0.161
708,40,0.506
709,11,0.316
710,26,0.144
711,8,0.5
712,18,0.138
713,29,0.427
714,20,0.323
715,37,0.543
716,20,0.484
717,31,0.135
718,18,0.279
719,30,0.557
720,33,0.834
721,39,0.059
722,13,0.091
723,22,0.797
724,28,0.34
725,36,0.257
726,3,0.23
727,0,0.971
728,2,0.511
729,4,0.161
730,10,0.406
731,10,0.261
732,3,0.169
733,38,0.979
734,33,0.445
735,7,0.691
736,15,0.899
737,15,0.206
738,34,0.128
739,0,0.26
740,35,0.713
741,2,0.382
742,21,0.489
743,23,0.02
744,7,0.004
745,3,0.407
746,11,0.15
747,36,0.791
748,22,0.951
749,36,0.926
750,13,0.466
751,25,0.287
752,35,0.484
753,15,0.104
754,40,0.944
755,36,0.671
756,24,0.287
757,19,0.759
758,6,0.245
759,7,0.751
760,11,0.402
761,13,0.864
762,37,0.99
763,11,0.32
764,9,0.551
765,23,0.238
766,11,0.8
767,15,0.492
768,18,0.984
769,33,0.887
770,34,0.273
771,25,0.119
772,38,0.62
773,9,0.318
774,26,0.254
775,15,0.545
776,16,0.538
777,29,0.538
778,11,0.294
779,9,0.155
780,19,0.184
781,2,0.72
782,22,0.468
783,28,0.469
784,5,0.977
785,16,0.918
786,10,0.065
787,11,0.798
788,4,0.248
789,19,0.722
790,21,0.173
791,22,0.145
792,11,0.939
793,0,0.558
794,4,0.35
795,32,0.891
796,26,0.29
797,19,0.064
798,0,0.395
799,0,0.707
800,15,0.662
801,35,0.474
802,3,0.51
803,23,0.529
804,23,0.375
805,39,0.083
806,11,0.158
807,11,0.724
808,24,0.81
809,16,0.396
810,6,0.329
811,26,0.608
812,39,0.022
813,37,0.57
814,3,0.469
815,32,0.442
816,28,0.001
817,26,0.943
818,11,0.173
819,32,0.113
820,22,0.386
821,2,0.779
822,4,0.765
823,29,0.512
824,16,0.549
825,23,0.455
826,32,0.025
827,10,0.278
828,36,0.389
829,9,0.554
830,17,0.659
831,11,0.988
832,28,0.507
833,4,0.672
834,11,0.961
835,11,0.279
836,29,0.454
837,1,0.721
838,26,0.565
839,11,0.893
840,11,0.566
841,20,0.922
842,26,0.149
843,11,0.804
844,22,0.213
845,28,0.049
846,9,0.112
847,6,0.581
848,11,0.291
849,19,0.144
850,1,0.629
851,37,0.488
852,26,0.381
853,30,0.536
854,34,0.861
855,23,0.725
856,11,0.495
857,23,0.823
858,11,0.863
859,1,0.376
860,33,0.15
861,16,0.115
862,19,0.639
863,11,0.936
864,15,0.039
865,18,0.497
866,11,0.194
867,11,0.532
868,20,0.857
869,32,0.787
870,39,0.971
871,24,0.485
872,13,0.663
873,28,0.899
874,11,0.698
875,29,0.964
876,-1,0.246
877,18,0.135
878,10,0.149
879,35,0.852
880,26,0.053
881,24,0.81
882,26,0.464
883,29,0.691
884,11,0.746
885,11,0.424
886,38,0.146
887,21,0.617
888,27,0.957
889,14,0.026
890,34,0.227
891,1,0.874
892,17,0.07
893,26,0.01
894,18,0.878
895,38,0.768
896,-1,0.254
897,29,0.966
898,36,0.712
899,2,0.119
900,25,0.461
901,1,0.865
902,25,0.668
903,13,0.586
904,33,0.417
905,9,0.248
906,14,0.614
907,0,0.154
908,29,0.81
909,0,0.21
910,27,0.121
911,13,0.072
912,38,0.815
913,4,0.468
914,25,0.399
915,7,0.521
916,0,0.587
917,35,0.881
918,36,0.344
919,40,0.187
920,6,0.869
921,32,0.481
922,19,0.58
923,8,0.158
924,15,0.862
925,6,0.938
926,24,0.448
927,23,0.02
928,6,0.027
929,31,0.302
930,22,0.492
931,26,0.433
932,4,0.569
933,32,0.257
934,14,0.21
935,19,0.974
936,5,0.281
937,40,0.947
938,20,0.572
939,32,0.07
940,24,0.595
941,1,0.986
942,28,0.84
943,14,0.304
944,24,0.096
945,22,0.46
946,31,0.099
947,8,0.298
948,39,0.918
949,15,0.654
950,29,0.783
951,25,0.541
952,22,0.168
953,22,0.15
954,24,0.766
955,35,0.429
956,10,0.5
957,10,0.179
958,11,0.362
959,11,0.132
960,15,0.205
961,12,0.889
962,30,0.717
963,37,0.852
964,38,0.874
965,9,0.59
966,7,0.304
967,20,0.493
968,11,0.019
969,38,0.817
970,13,0.803
971,10,0.508
972,39,0.378
973,34,0.173
974,38,0.076
975,20,0.325
976,32,0.937
977,16,0.069
978,1,0.949
979,26,0.529
980,2,0.441
981,7,0.123
982,11,0.071
983,26,0.544
984,31,0.599
985,6,0.434
986,29,0.287
987,28,0.013
988,24,0.267
989,24,0.715
990,15,0.606
991,4,0.158
992,11,0.793
993,3,0.148
994,11,0.795
995,24,0.513
996,5,0.717
997,4,0.083
998,28,0.741
999,25,0.721
1000,38,0.175
1001,40,0.138
1002,40,0.749
1003,4,0.416
1004,14,0.648
1005,18,0.009
1006,30,0.184
1007,37,0.746
1008,33,0.199
1009,38,0.08
1010,-1,0.175
1011,0,0.832
1012,16,0.347
1013,32,0.53
1014,12,0.577
1015,9,0.373
1016,9,0.094
1017,30,0.257
1018,11,0.158
1019,13,0.91
1020,1,0.74
1021,8,0.823
1022,11,0.812
1023,18,0.002
1024,15,0.749
1025,6,0.482
1026,40,0.775
1027,16,0.96
1028,8,0.358
1029,15,0.605
1030,11,0.305
1031,39,0.894
1032,17,0.254
1033,11,0.351
1034,11,0.888
1035,28,0.101
1036,27,0.494
1037,6,0.581
1038,22,0.579
1039,40,0.12
1040,8,0.039
1041,19,0.417
1042,27,0.454
1043,2,0.943
1044,20,0.756
1045,24,0.599
1046,21,0.21
1047,12,0.901
1048,32,0.194
1049,11,0.947
1050,20,0.946
1051,12,0.978
1052,11,0.283
1053,17,0.137
1054,15,0.629
1055,11,0.423
1056,21,0.388
1057,31,0.556
1058,25,0.689
1059,6,0.332
1060,11,0.335
1061,4,0.61
1062,36,0.071
1063,3,0.7
1064,6,0.799
1065,16,0.88
1066,6,0.754
1067,3,0.507
1068,11,0.874
1069,0,0.491
1070,20,0.787
1071,11,0.064
1072,11,0.709
1073,40,0.084
1074,37,0.028
1075,-1,0.502
1076,37,0.119
1077,1,0.325
1078,11,0.774
1079,23,0.55
1080,24,0.733
1081,19,0.784
1082,27,0.48
1083,3,0.986
1084,17,0.202
1085,36,0.085
1086,22,0.318
1087,27,0.763
1088,11,0.096
1089,19,0.467
1090,3,0.571
1091,21,0.808
1092,13,0.846
1093,32,0.239
1094,31,0.274
1095,3,0.684
1096,14,0.86
1097,38,0.168
1098,-1,0.723
1099,3,0.238
1100,38,0.181
1101,18,0.338
1102,24,0.795
1103,9,0.743
1104,16,0.479
1105,26,0.714
1106,12,0.406
1107,34,0.211
1108,37,0.843
1109,24,0.054
1110,10,0.901
1111,8,0.789
1112,-1,0.724
1113,31,0.569
1114,36,0.81
1115,38,0.028
1116,40,0.591
1117,5,0.261
1118,28,0.639
1119,9,0.675
1120,11,0.215
1121,21,0.155
1122,27,0.587
1123,30,0.941
1124,19,0.663
1125,4,0.484
1126,1,0.935
1127,1,0.819
1128,31,0.733
1129,22,0.437
1130,13,0.491
1131,32,0.265
1132,13,0.817
1133,11,0.285
1134,32,0.704
1135,23,0.875
1136,27,0.552
1137,32,0.157
1138,12,0.025
1139,0,0.673
1140,26,0.225
1141,13,0.039
1142,39,0.343
1143,11,0.582
1144,32,0.552
1145,29,0.167
1146,28,0.604
1147,26,0.411
1148,2,0.478
1149,33,0.874
1150,10,0.079
1151,22,0.528
1152,9,0.174
1153,8,0.183
1154,14,0.61
1155,11,0.67
1156,37,0.606
1157,15,0.923
1158,38,0.795
1159,27,0.199
1160,25,0.636
1161,39,0.62
1162,40,0.647
1163,18,0.429
1164,15,0.948
1165,25,0.464
1166,7,0.789
1167,6,0.481
1168,12,0.787
1169,23,0.396
1170,11,0.001
1171,29,0.5
1172,11,0.548
1173,31,0.116
1174,20,0.665
1175,39,0.854
1176,24,0.868
1177,40,0.377
1178,31,0.41
1179,20,0.858
1180,31,0.998
1181,35,0.053
1182,7,0.062
1183,29,0.054
1184,11,0.462
1185,21,0.785
1186,18,0.094
1187,0,0.689
1188,30,0.171
1189,40,0.033
1190,24,0.596
1191,39,0.594
1192,4,0.283
1193,20,0.322
1194,31,0.354
1195,13,0.929
1196,34,0.866
1197,3,0.528
1198,35,0.963
1199,1,0.582
