document_index,assigned_topic,assigned_topic_probability
323,29,0.206
324,-1,0.335
325,11,0.908
326,39,0.224
327,33,0.927
328,30,0.55
329,37,0.517
330,27,0.674
331,3,0.806
332,34,0.958
333,8,0.003
334,24,0.398
335,36,0.179
336,27,0.152
337,0,0.147
338,32,0.71
339,32,0.051
340,4,0.837
341,38,0.753
342,6,0.409
343,1,0.425
344,22,0.678
345,27,0.011
346,3,0.387
347,11,0.18
348,26,0.181
349,2,0.551
350,33,0.246
351,10,0.375
352,34,0.717
353,30,0.621
354,12,0.33
355,32,0.05
356,7,0.027
357,19,0.488
358,39,0.422
359,36,0.796
360,37,0.082
361,5,0.85
362,12,0.213
363,2,0.351
364,11,0.86
365,31,0.838
366,36,0.515
367,3,0.082
368,13,0.59
369,29,0.762
370,14,0.262
371,11,0.183
372,38,0.497
373,21,0.749
374,30,0.505
375,31,0.239
376,24,0.869
377,30,0.872
378,39,0.658
379,19,0.074
380,35,0.232
381,1,0.619
382,2,0.781
383,15,0.474
384,19,0.304
385,12,0.885
386,36,0.381
387,-1,0.916
388,3,0.532
389,25,0.614
390,2,0.125
391,7,0.268
392,35,0.975
393,33,0.719
394,31,0.477
395,13,0.521
396,6,0.088
397,12,0.783
398,6,0.071
399,9,0.387
400,33,0.411
401,9,0.603
402,7,0.416
403,9,0.961
404,5,0.798
405,35,0.959
406,37,0.519
407,7,0.302
408,32,0.981
409,10,0.081
410,15,0.927
411,40,0.096
412,25,0.807
413,32,0.78
414,17,0.66
415,25,0.783
416,10,0.088
417,29,0.374
418,40,0.336
419,5,0.982
420,21,0.473
421,10,0.05
422,25,0.259
423,18,0.844
424,16,0.892
425,15,0.927
426,20,0.144
427,7,0.688
428,11,0.402
429,1,0.735
430,17,0.824
431,24,0.261
432,11,0.5
433,7,0.327
434,33,0.456
435,11,0.291
436,32,0.34
437,33,0.272
438,-1,0.298
439,0,0.578
440,21,0.6
441,34,0.921
442,14,0.391
443,24,0.657
444,24,0.965
445,31,0.466
446,36,0.779
447,22,0.97
448,31,0.79
449,24,0.081
450,12,0.193
451,22,0.295
452,30,0.686
453,36,0.671
454,3,0.137
455,13,0.449
456,11,0.422
457,6,0.69
458,11,0.261
459,36,0.238
460,15,0.597
461,37,0.083
462,20,0.669
463,-1,0.439
464,15,0.536
465,29,0.802
466,25,0.181
467,14,0.21
468,4,0.901
469,30,0.741
470,20,0.263
471,32,0.721
472,10,0.457
473,5,0.617
474,14,0.787
475,9,0.045
476,20,0.611
477,11,0.338
478,4,0.516
479,18,0.364
480,15,0.941
481,20,0.597
482,30,0.847
483,18,0.257
484,10,0.365
485,36,0.787
486,31,0.234
487,39,1.0
488,8,0.66
489,24,0.897
490,30,0.105
491,36,0.414
492,7,0.336
493,11,0.971
494,38,0.145
495,22,0.748
496,11,0.631
497,7,0.851
498,40,0.977
499,36,0.806
500,8,0.252
501,11,0.834
502,28,0.527
503,11,0.653
504,11,0.28
505,28,0.816
506,2,0.444
507,7,0.808
508,0,0.427
509,36,0.617
510,5,0.103
511,35,0.092
512,16,0.953
513,3,0.726
514,23,0.173
515,12,0.598
516,19,0.781
517,40,0.599
518,25,0.448
519,-1,0.835
520,3,0.051
521,31,0.633
522,27,0.473
523,19,0.648
524,31,0.29
525,8,0.162
526,8,0.974
527,16,0.864
528,11,0.909
529,40,0.769
530,9,0.065
531,24,0.628
532,11,0.381
533,35,0.334
534,32,0.249
535,6,0.181
536,27,0.139
537,-1,0.121
538,20,0.712
539,10,0.93
540,14,0.38
541,12,0.106
542,22,0.221
543,34,0.747
544,20,0.349
545,35,0.663
546,39,0.206
547,8,0.757
548,33,0.655
549,11,0.222
550,3,0.932
551,7,0.523
552,16,0.22
553,6,0.567
554,23,0.415
555,24,0.917
556,28,0.31
557,37,0.886
558,6,0.742
559,40,0.68
560,33,0.184
561,1,0.086
562,25,0.864
563,9,0.571
564,1,0.965
565,27,0.516
566,1,0.591
567,6,0.997
568,27,0.716
569,2,0.36
570,30,0.828
571,0,0.295
572,12,0.525
573,9,0.238
574,5,0.995
575,11,0.935
576,8,0.874
577,5,0.401
578,15,0.729
579,19,0.261
580,25,0.39
581,11,0.805
582,6,0.056
583,11,0.05
584,32,0.661
585,22,0.775
586,9,0.384
587,21,0.675
588,33,0.903
589,30,0.1
590,37,0.831
591,8,0.582
592,5,0.422
593,31,0.052
594,37,0.384
595,6,0.794
596,28,0.542
597,23,0.176
598,36,0.232
599,7,0.848
600,13,0.433
601,25,0.095
602,35,0.973
603,33,0.253
604,19,0.796
605,14,0.013
606,6,0.257
607,15,0.337
608,40,0.859
609,8,0.748
610,38,0.308
611,10,0.787
612,4,0.81
613,29,0.512
614,18,0.508
615,29,0.51
616,11,0.167
617,5,0.813
618,22,0.715
619,10,0.849
620,19,0.816
621,9,0.785
622,7,0.78
623,20,0.944
624,16,0.605
625,31,0.828
626,19,0.801
627,24,0.27
628,28,0.566
629,1,0.73
630,17,0.103
631,21,0.531
632,25,0.003
633,0,0.24
634,3,0.486
635,34,0.307
636,31,0.771
637,11,0.637
638,-1,0.268
639,9,0.017
640,25,0.255
641,27,0.519
642,33,0.762
643,22,0.603
644,31,0.056
645,8,0.467
646,5,0.96
647,13,0.904
648,34,0.742
649,36,0.284
650,2,0.022
651,7,0.456
652,1,0.374
653,31,0.676
654,33,0.071
655,37,0.923
656,6,0.736
657,20,0.971
658,17,0.865
659,40,0.43
660,38,0.662
661,34,0.846
662,7,0.204
663,13,0.01
664,31,0.308
665,24,0.437
666,23,0.625
667,2,0.263
668,16,0.442
669,39,0.649
670,18,0.824
671,36,0.227
672,16,0.8
673,34,0.939
674,33,0.41
675,25,0.552
676,33,0.01
677,1,0.71
678,11,0.872
679,2,0.02
680,28,0.844
681,11,0.149
682,21,0.842
683,11,0.542
684,30,0.37
685,26,0.941
686,1,0.612
687,24,0.039
688,13,0.766
689,40,0.182
690,13,0.923
691,30,0.166
692,24,0.488
693,13,0.523
694,7,0.564
695,9,0.533
696,21,0.439
697,36,0.713
698,40,0.156
699,12,0.787
700,0,0.037
701,8,0.842
702,20,0.75
703,15,0.795
704,4,0.297
705,6,0.85
706,23,0.691
707,10,0.969
708,9,0.02
709,14,0.791
710,36,0.623
711,34,0.989
712,12,0.443
713,11,0.28
714,39,0.88
715,10,0.326
716,-1,0.703
717,8,0.332
718,33,0.946
719,3,0.526
720,9,0.32
721,39,0.822
722,7,0.062
723,11,0.094
724,36,0.837
725,34,0.323
726,11,0.177
727,9,0.587
728,23,0.255
729,12,0.987
730,29,0.821
731,27,0.889
732,16,0.834
733,16,0.886
734,3,0.338
735,28,0.673
736,37,0.907
737,35,0.686
738,26,0.997
739,29,0.866
740,36,0.071
741,11,0.502
742,31,0.276
743,11,0.875
744,31,0.937
745,11,0.567
746,23,0.058
747,-1,0.347
748,-1,0.189
749,26,0.529
750,36,0.985
751,3,0.343
752,33,0.734
753,30,0.831
754,29,0.83
755,10,0.15
756,35,0.237
757,24,0.223
758,6,0.297
759,36,0.047
760,10,0.539
761,19,0.741
762,5,0.261
763,15,0.64
764,26,0.546
765,36,0.099
766,17,0.24
767,24,0.241
768,3,0.489
769,9,0.628
770,23,0.301
771,0,0.127
772,13,0.269
773,1,0.04
774,19,0.749
775,10,0.699
776,9,0.671
777,18,0.618
778,5,0.298
779,11,0.115
780,17,0.599
781,36,0.733
782,8,0.811
783,1,0.727
784,16,0.659
785,3,0.824
786,15,0.762
787,31,0.945
788,38,0.006
789,18,0.147
790,6,0.58
791,15,0.401
792,11,0.341
793,4,0.746
794,32,0.536
795,29,0.526
796,11,0.05
797,19,0.461
798,19,0.608
799,17,0.28
800,31,0.239
801,28,0.551
802,-1,0.912
803,8,0.116
804,39,0.309
805,16,0.058
806,18,0.325
807,30,0.695
808,30,0.319
809,22,0.399
810,37,0.935
811,23,0.347
812,35,0.54
813,18,0.934
814,8,0.509
815,3,0.17
816,22,0.143
817,36,0.899
818,16,0.886
819,29,0.251
820,21,0.623
821,32,0.167
822,11,0.231
823,11,0.921
824,11,0.402
825,11,0.209
826,19,0.524
827,33,0.851
828,24,0.833
829,6,0.662
830,10,0.813
831,12,0.78
832,24,0.964
833,31,0.656
834,5,0.598
835,29,0.906
836,25,0.362
837,7,0.493
838,5,0.859
839,5,0.979
840,31,0.421
841,8,0.59
842,7,0.838
843,16,0.519
844,26,0.405
845,17,0.065
846,11,0.212
847,14,0.331
848,16,0.402
849,23,0.776
850,26,0.167
851,29,0.072
852,34,0.588
853,11,0.008
854,4,0.931
855,2,0.256
856,27,0.834
857,11,0.38
858,11,0.999
859,29,0.501
860,27,0.963
861,37,0.469
862,35,0.714
863,30,0.064
864,11,0.445
865,11,0.271
866,5,0.793
867,39,0.532
868,16,0.64
869,9,0.254
870,22,0.117
871,36,0.681
872,4,0.442
873,6,0.417
874,26,0.964
875,27,0.118
876,28,0.644
877,36,0.06
878,31,0.685
879,33,0.56
880,4,0.727
881,13,0.751
882,11,0.132
883,11,0.275
884,14,0.252
885,23,0.608
886,7,0.258
887,35,0.516
888,21,0.442
889,3,0.586
890,11,0.351
891,10,0.925
892,18,0.965
893,13,0.351
894,34,0.914
895,34,0.793
896,5,0.226
897,12,0.563
898,16,0.378
899,11,0.801
900,10,0.894
901,28,0.622
902,1,0.63
903,39,0.721
904,13,0.495
905,10,0.471
906,29,0.563
907,11,0.818
908,11,0.647
909,38,0.144
910,16,0.14
911,21,0.416
912,18,0.659
913,6,0.391
914,12,0.382
915,24,0.895
916,4,0.868
917,29,0.476
918,23,0.718
919,26,0.452
920,33,0.603
921,19,0.275
922,32,0.498
923,30,0.643
924,8,0.442
925,10,0.759
926,17,0.267
927,3,0.013
928,22,0.914
929,37,0.361
930,32,0.252
931,29,0.476
932,7,0.249
933,32,0.733
934,4,0.307
935,16,0.992
936,11,0.276
937,30,0.362
938,5,0.538
939,20,0.003
940,40,0.004
941,17,0.234
942,11,0.082
943,15,0.76
944,19,0.872
945,20,0.413
946,6,0.517
947,11,0.613
948,35,0.095
949,3,0.47
950,6,0.959
951,26,0.208
952,15,0.084
953,27,0.281
954,1,0.548
955,30,0.868
956,-1,0.355
957,7,0.345
958,29,0.343
959,13,0.841
960,7,0.469
961,36,0.331
962,24,0.177
963,11,0.126
964,29,0.974
965,4,0.486
966,19,0.072
967,6,0.906
968,26,0.954
969,10,0.237
970,9,0.316
971,11,0.96
972,33,0.016
973,35,0.324
974,7,0.43
975,5,0.77
976,23,0.368
977,25,0.338
978,34,0.729
979,33,0.849
980,32,0.093
981,0,0.142
982,1,0.66
983,6,0.314
984,14,0.668
985,30,0.174
986,34,0.804
987,29,0.321
988,34,0.335
989,11,0.179
990,25,0.211
991,4,0.598
992,11,0.582
993,33,0.824
994,15,0.63
995,11,0.428
996,11,0.803
997,23,0.017
998,3,0.702
999,26,0.543
1000,32,0.221
1001,10,0.637
1002,16,0.987
1003,25,0.347
1004,30,0.639
1005,6,0.439
1006,1,0.392
1007,25,0.307
1008,-1,0.229
1009,17,0.236
1010,11,0.774
1011,17,0.324
1012,35,0.53
1013,38,0.214
1014,27,0.212
1015,14,0.587
1016,11,0.583
1017,4,0.505
1018,40,0.693
1019,35,0.637
1020,13,0.2
1021,0,0.055
1022,34,0.27
1023,0,0.431
1024,3,0.208
1025,-1,0.482
1026,6,0.037
1027,37,0.477
1028,19,0.352
1029,6,0.959
1030,39,0.877
1031,16,0.951
1032,28,0.659
1033,21,0.972
1034,3,0.19
1035,28,0.532
1036,39,0.743
1037,40,0.482
1038,31,0.214
1039,27,0.654
1040,29,0.971
1041,39,0.523
1042,11,0.248
1043,37,0.041
1044,15,0.104
1045,12,0.777
1046,3,0.485
1047,18,0.209
1048,25,0.86
1049,16,0.436
1050,4,0.796
1051,17,0.811
1052,23,0.718
1053,3,0.973
1054,21,0.897
1055,15,0.125
1056,24,0.344
1057,-1,0.954
1058,33,0.656
1059,15,0.444
1060,16,0.862
1061,3,0.639
1062,17,0.371
1063,15,0.271
1064,1,0.851
1065,23,0.847
1066,11,0.918
1067,13,0.785
1068,2,0.185
1069,25,0.388
1070,4,0.328
1071,23,0.258
1072,16,0.795
1073,30,0.125
1074,16,0.479
1075,26,0.866
1076,38,0.789
1077,9,0.267
1078,4,0.036
1079,24,0.414
1080,5,0.594
1081,8,0.855
1082,30,0.528
1083,27,0.266
1084,11,0.691
1085,23,0.402
1086,26,0.825
1087,12,0.024
1088,30,0.419
1089,29,0.422
1090,11,0.588
1091,9,0.359
1092,11,0.402
1093,11,0.735
1094,3,0.171
1095,16,0.238
1096,40,0.102
1097,11,0.258
1098,35,0.505
1099,12,0.189
1100,29,0.074
1101,29,0.996
1102,6,0.455
1103,8,0.832
1104,17,0.739
1105,25,0.165
1106,28,0.512
1107,40,0.568
1108,3,0.158
1109,11,0.112
1110,39,0.263
1111,6,0.261
1112,39,0.278
1113,34,0.252
1114,5,0.547
1115,11,0.294
1116,7,0.772
1117,2,0.052
1118,14,0.622
1119,17,0.772
1120,17,0.437
1121,33,0.319
1122,17,0.303
1123,7,0.328
1124,27,0.117
1125,25,0.581
1126,18,0.623
1127,26,0.39
1128,6,0.956
1129,31,0.911
1130,11,0.298
1131,1,0.732
1132,16,0.116
1133,9,0.758
1134,20,0.736
1135,11,0.357
1136,37,0.387
1137,16,0.586
1138,3,0.28
1139,20,0.573
1140,32,0.888
1141,10,0.445
1142,12,0.204
1143,6,0.558
1144,29,0.653
1145,6,0.526
1146,9,0.024
1147,2,0.669
1148,15,0.037
1149,35,0.417
1150,17,0.414
1151,3,0.846
1152,30,0.863
1153,13,0.775
1154,5,0.82
1155,11,0.219
1156,11,0.716
1157,5,0.749
1158,21,0.778
1159,17,0.795
1160,26,0.163
1161,11,0.257
1162,2,0.784
1163,3,0.147
1164,11,0.124
1165,10,0.977
1166,29,0.968
1167,21,0.337
1168,14,0.009
1169,8,0.398
1170,5,0.026
1171,5,0.143
1172,10,0.224
1173,19,0.839
1174,24,0.375
1175,38,0.008
1176,39,0.637
1177,10,0.071
1178,29,0.894
1179,4,0.245
1180,32,0.238
1181,38,0.397
1182,24,0.107
1183,11,0.023
1184,14,0.914
1185,36,0.864
1186,11,0.916
1187,28,0.677
1188,2,0.013
1189,35,0.973
1190,32,0.709
1191,14,0.415
1192,9,0.732
1193,31,0.567
1194,24,0.672
1195,30,0.824
1196,40,0.936
1197,14,0.797
1198,34,0.896
1199,18,0.568
